Gene	adj.P.Val	logFC	Regulation
ILMN_1677814	5.33108319211754e-15	2.19814670833736	Upregulated
ILMN_2261600	5.50318661889227e-15	-1.77067587400871	Downregulated
ILMN_1670099	5.57826612584196e-15	-1.72339996554189	Downregulated
ILMN_1716247	5.60618062468016e-15	-1.0203952150649	Downregulated
ILMN_2205012	5.60618062468016e-15	-3.63713346304479	Downregulated
ILMN_1671106	5.73095806246577e-15	-1.48902377351316	Downregulated
ILMN_2104295	5.94455579822486e-15	-1.31055454494514	Downregulated
ILMN_1701461	6.17254649112519e-15	-2.44721706367887	Downregulated
ILMN_2402817	6.30182873396647e-15	-1.52236135452123	Downregulated
ILMN_1704376	6.48185989537785e-15	-1.98300380969433	Downregulated
ILMN_1784737	6.55116587199423e-15	-1.24217471663322	Downregulated
ILMN_1682636	6.88924297996373e-15	-2.47628734297229	Downregulated
ILMN_1795325	7.01523080938795e-15	-2.06643142366477	Downregulated
ILMN_1653203	7.09374566998114e-15	-1.4560242799649	Downregulated
ILMN_2206949	7.09374566998114e-15	-3.77635120095552	Downregulated
ILMN_1682761	7.40732445689011e-15	-1.04915859384101	Downregulated
ILMN_1720501	7.81821935100623e-15	-1.08172247769741	Downregulated
ILMN_2199389	7.81821935100623e-15	-2.14954292533931	Downregulated
ILMN_2218758	7.82795206131613e-15	-1.01931646863221	Downregulated
ILMN_1683694	7.95681250216416e-15	-2.18327039094347	Downregulated
ILMN_1779558	8.47377405772567e-15	-1.46698833833213	Downregulated
ILMN_1683194	8.66456889673079e-15	-2.657936566658	Downregulated
ILMN_1755741	8.67630086969655e-15	-1.78287225804295	Downregulated
ILMN_1718977	8.80487584198997e-15	-1.62834009808517	Downregulated
ILMN_1660086	8.84207868456834e-15	-2.06261040339551	Downregulated
ILMN_2332553	9.01393963814401e-15	-1.7208758589455	Downregulated
ILMN_2392569	9.4408562212426e-15	-1.07151045929411	Downregulated
ILMN_2373285	9.4408562212426e-15	-1.32632310319021	Downregulated
ILMN_1676449	9.92082184151636e-15	-1.90457884574172	Downregulated
ILMN_1735930	1.01597417493959e-14	-1.79940008220646	Downregulated
ILMN_1784749	1.0176836446324e-14	-1.48707851083109	Downregulated
ILMN_1758523	1.02378781525882e-14	-1.90624629813375	Downregulated
ILMN_2216582	1.02378781525882e-14	-1.37873280514559	Downregulated
ILMN_2413808	1.07492068583106e-14	-1.44091016426652	Downregulated
ILMN_1862217	1.07492068583106e-14	-1.2767366870505	Downregulated
ILMN_1759787	1.08144196787801e-14	-1.19594580907573	Downregulated
ILMN_1809099	1.08181346354441e-14	-2.28163216646741	Downregulated
ILMN_2225735	1.0876752886677e-14	-1.24548025893355	Downregulated
ILMN_1806667	1.10992613493996e-14	-1.88171463870934	Downregulated
ILMN_1856315	1.13738328074583e-14	1.32000385633671	Upregulated
ILMN_2151739	1.21867254877916e-14	-1.49323698745745	Downregulated
ILMN_1806607	1.24664503495972e-14	1.94396458029129	Upregulated
ILMN_1808657	1.27568431142406e-14	-1.76124224554492	Downregulated
ILMN_2331087	1.28175102865812e-14	-1.88493049504461	Downregulated
ILMN_1664094	1.30189772013324e-14	-1.41054778146455	Downregulated
ILMN_1723141	1.31898104160119e-14	-1.26467654099967	Downregulated
ILMN_1720048	1.3470950367649e-14	-1.99614733238821	Downregulated
ILMN_1775501	1.43219282091246e-14	-1.7240931509435	Downregulated
ILMN_1711157	1.44594341977443e-14	-1.30107924952227	Downregulated
ILMN_1669023	1.45511374469962e-14	-1.04629397308414	Downregulated
ILMN_1664912	1.45579025438129e-14	-1.34112151059287	Downregulated
ILMN_1712545	1.4955910703617e-14	-2.08893781317697	Downregulated
ILMN_1707585	1.5074820192362e-14	-1.37639208158489	Downregulated
ILMN_2352077	1.50842822172831e-14	-1.31416167831421	Downregulated
ILMN_1807825	1.53977186038557e-14	-1.71092074672227	Downregulated
ILMN_1766925	1.56837594616208e-14	-1.26188117455126	Downregulated
ILMN_1705210	1.5934392826588e-14	-1.41353932567897	Downregulated
ILMN_1737918	1.60678462207101e-14	-2.06921877784819	Downregulated
ILMN_2087656	1.61483739077374e-14	-1.8447255349584	Downregulated
ILMN_1764228	1.63097133543815e-14	-1.55236197012113	Downregulated
ILMN_2391436	1.64843027393805e-14	-2.08853286638584	Downregulated
ILMN_1702636	1.65730089704727e-14	-1.69066504279018	Downregulated
ILMN_1659215	1.70991044641441e-14	-2.78730715351982	Downregulated
ILMN_1730816	1.77608527104396e-14	-1.55968648386842	Downregulated
ILMN_2140059	1.83010374068968e-14	-1.13485232440302	Downregulated
ILMN_1800626	1.88073719256913e-14	-1.53308561693035	Downregulated
ILMN_2292178	1.91518351106312e-14	-1.44842579138492	Downregulated
ILMN_1842850	1.9156283235275e-14	-1.15253410939004	Downregulated
ILMN_2086890	1.95093796887978e-14	-1.56091536392293	Downregulated
ILMN_1732296	1.95573413386625e-14	-2.24035890966468	Downregulated
ILMN_1752526	2.04832249975595e-14	-1.54814399007656	Downregulated
ILMN_1731353	2.0526639362489e-14	1.49119519886593	Upregulated
ILMN_1780825	2.0526639362489e-14	-1.78714036704739	Downregulated
ILMN_2350634	2.0676108899938e-14	-2.38036389584692	Downregulated
ILMN_1695947	2.07404397086799e-14	-1.42344382137817	Downregulated
ILMN_2197128	2.12692534105103e-14	-1.84250667363397	Downregulated
ILMN_1704753	2.13562676915991e-14	-2.22447511500603	Downregulated
ILMN_1744937	2.13562676915991e-14	-1.6969781254796	Downregulated
ILMN_1805192	2.21113341183402e-14	-1.37707509068091	Downregulated
ILMN_1687213	2.23318690948168e-14	-1.62165715531429	Downregulated
ILMN_1735220	2.2733114211312e-14	-2.55195126598202	Downregulated
ILMN_1775708	2.32295553241397e-14	-1.45651197062799	Downregulated
ILMN_2345353	2.45114439711255e-14	-1.45273045501308	Downregulated
ILMN_1706441	2.50526308413102e-14	-1.75005349207217	Downregulated
ILMN_1670305	2.65334971203132e-14	-1.53913628109699	Downregulated
ILMN_2327860	2.81047758783652e-14	-2.12225827280117	Downregulated
ILMN_1714586	2.86477375887569e-14	-1.32433498087054	Downregulated
ILMN_1690170	2.87878300669712e-14	2.62519874972182	Upregulated
ILMN_2374865	2.88700637345115e-14	-1.99471316990953	Downregulated
ILMN_1662843	2.88700637345115e-14	-1.42186237302351	Downregulated
ILMN_1657361	2.91410370659411e-14	-1.44925669272838	Downregulated
ILMN_1753931	2.91410370659411e-14	-1.48786483139611	Downregulated
ILMN_1700541	2.91410370659411e-14	-2.00528725275471	Downregulated
ILMN_1670490	2.92511697097009e-14	-1.56715866251182	Downregulated
ILMN_1669982	3.01162013267687e-14	-1.54464637358421	Downregulated
ILMN_1688373	3.12981324406625e-14	-1.42047104916099	Downregulated
ILMN_1757338	3.34387414869798e-14	-1.81806156144185	Downregulated
ILMN_1661628	3.67311677804327e-14	-1.48784657130127	Downregulated
ILMN_1786444	3.70836839683867e-14	-2.29593670724287	Downregulated
ILMN_1773650	3.73508007519426e-14	-1.47461055056854	Downregulated
ILMN_1784264	3.80320107242409e-14	-1.18132567049782	Downregulated
ILMN_1726245	3.8301624339008e-14	-1.89522538673952	Downregulated
ILMN_2328666	3.89302054741717e-14	-1.54417807461452	Downregulated
ILMN_1721088	3.96431827954042e-14	-1.78545240014114	Downregulated
ILMN_1670158	4.01031012112341e-14	2.12731529135354	Upregulated
ILMN_1703593	4.18346548505869e-14	1.40246634300694	Upregulated
ILMN_2384241	4.3797027269645e-14	-1.87490005767929	Downregulated
ILMN_2371280	4.58280006904311e-14	-1.85128300071727	Downregulated
ILMN_1768260	4.59952324532557e-14	-1.29856940681797	Downregulated
ILMN_1765446	4.67360512269611e-14	-1.6432331572832	Downregulated
ILMN_2311052	4.79526329971522e-14	-1.14733934508141	Downregulated
ILMN_2364384	4.89034097177616e-14	-1.31874368888983	Downregulated
ILMN_2162972	5.05509806149091e-14	-1.97276634350052	Downregulated
ILMN_1797744	5.10885603216549e-14	-2.3274525328519	Downregulated
ILMN_1772976	5.23593881538073e-14	-1.06921038079231	Downregulated
ILMN_1651705	5.23593881538073e-14	-1.96083320122115	Downregulated
ILMN_2111932	5.39634597079948e-14	1.99363540036358	Upregulated
ILMN_1792323	5.50874677375165e-14	-1.30508245781783	Downregulated
ILMN_1820295	5.50874677375165e-14	1.09745559013787	Upregulated
ILMN_1689111	5.67663167981535e-14	-1.88983985643819	Downregulated
ILMN_2134056	5.67663167981535e-14	-1.10078354202518	Downregulated
ILMN_1691341	5.73040327058951e-14	-2.10687292964223	Downregulated
ILMN_1758146	5.73040327058951e-14	-1.56959109606811	Downregulated
ILMN_1733559	5.74610525494744e-14	1.71358735967024	Upregulated
ILMN_1688642	5.87367485742956e-14	-1.62032140278324	Downregulated
ILMN_2415303	5.88232583819052e-14	-1.19337461096596	Downregulated
ILMN_1716264	5.93319972807029e-14	-1.56166275179679	Downregulated
ILMN_1736911	5.93319972807029e-14	-1.29874204462784	Downregulated
ILMN_2411745	5.978219166974e-14	-1.37943015021497	Downregulated
ILMN_1710297	6.52658873447207e-14	-1.02849084777732	Downregulated
ILMN_1655347	6.52658873447207e-14	-3.94482764672193	Downregulated
ILMN_2387471	6.98541598950164e-14	1.61875358018857	Upregulated
ILMN_1814464	7.02151289076968e-14	-1.39594199400163	Downregulated
ILMN_1651365	7.11304287156525e-14	-1.68913205205564	Downregulated
ILMN_1741007	7.12356588572514e-14	-1.10926143368725	Downregulated
ILMN_1815937	7.13661671778806e-14	1.22379490102688	Upregulated
ILMN_1735438	7.17878919512621e-14	-1.65808353780968	Downregulated
ILMN_1671489	7.28113867052876e-14	1.28896164459069	Upregulated
ILMN_1728830	7.30591610026901e-14	-1.07955527162504	Downregulated
ILMN_1738992	7.30591610026901e-14	-1.59867457287664	Downregulated
ILMN_1672589	7.42137105754822e-14	1.60621391973841	Upregulated
ILMN_1743199	8.1072340076556e-14	-1.84246975155902	Downregulated
ILMN_2341343	8.23293959981197e-14	-1.04886130051031	Downregulated
ILMN_2397646	8.28212641694844e-14	-1.20764393403264	Downregulated
ILMN_1784884	8.54855267559976e-14	-1.47888942596468	Downregulated
ILMN_1765574	8.62305284444279e-14	1.6925650138974	Upregulated
ILMN_1716276	9.08805580140582e-14	-1.60108009422372	Downregulated
ILMN_2239774	9.08805580140582e-14	2.04265903859392	Upregulated
ILMN_1791771	9.08805580140582e-14	-1.43990087417782	Downregulated
ILMN_2372974	9.08805580140582e-14	-1.2297436952149	Downregulated
ILMN_1684158	9.15202482063328e-14	1.70711460596652	Upregulated
ILMN_1675386	9.47078227056148e-14	-2.230740048413	Downregulated
ILMN_1727778	9.54697315712944e-14	-1.13813886251999	Downregulated
ILMN_1656300	9.65088228683681e-14	-1.10758490183893	Downregulated
ILMN_1778977	9.7929840706e-14	-2.14778092048358	Downregulated
ILMN_1710622	9.99199730156203e-14	-1.57901217160482	Downregulated
ILMN_2298365	1.05858362422427e-13	-1.15366769035755	Downregulated
ILMN_1712026	1.06284208424264e-13	-1.0296492362679	Downregulated
ILMN_1799725	1.07496795775479e-13	-1.55664160505273	Downregulated
ILMN_1690708	1.09452906646956e-13	-1.51565188742226	Downregulated
ILMN_1779855	1.09468213751388e-13	-2.57693289192654	Downregulated
ILMN_1688698	1.09468213751388e-13	-1.29912862064335	Downregulated
ILMN_1674151	1.10920927389343e-13	-1.35754906829322	Downregulated
ILMN_1798690	1.11845357668143e-13	-1.06997138767189	Downregulated
ILMN_2312194	1.13552774239493e-13	-2.0624463722217	Downregulated
ILMN_1713952	1.14990400187085e-13	1.81076903369295	Upregulated
ILMN_1677402	1.15909348517724e-13	-2.07876946262616	Downregulated
ILMN_2305407	1.20930636971173e-13	-1.73325955210093	Downregulated
ILMN_1810844	1.24642686892959e-13	-1.73251751286694	Downregulated
ILMN_1678403	1.25297724174164e-13	-1.05992272985805	Downregulated
ILMN_1736863	1.31572263288889e-13	-1.24091498538022	Downregulated
ILMN_1710170	1.32185349226512e-13	1.3167215140225	Upregulated
ILMN_1745607	1.33901500212213e-13	-1.48384099232536	Downregulated
ILMN_1786648	1.36754339682922e-13	-1.33530881408529	Downregulated
ILMN_1765636	1.39561938343824e-13	1.05419164859492	Upregulated
ILMN_2321648	1.50274699540597e-13	-1.19418748082652	Downregulated
ILMN_1704985	1.5890878649438e-13	-1.77024838824138	Downregulated
ILMN_1695290	1.59499975579686e-13	-1.49382338271906	Downregulated
ILMN_2173004	1.59499975579686e-13	-1.38420572873743	Downregulated
ILMN_1791847	1.60759881327112e-13	-1.14807834876167	Downregulated
ILMN_1880012	1.60759881327112e-13	-1.50127396528335	Downregulated
ILMN_1701875	1.63776767098843e-13	-1.25599452386202	Downregulated
ILMN_1807283	1.6522115502128e-13	-1.14103767844376	Downregulated
ILMN_1735762	1.68352711843558e-13	-1.43482449480708	Downregulated
ILMN_1712075	1.69972508601607e-13	-1.26014526827589	Downregulated
ILMN_2368834	1.71920136543438e-13	-1.22055009631069	Downregulated
ILMN_2093748	1.72850003028615e-13	1.35060177420777	Upregulated
ILMN_2078592	1.7334541130813e-13	-1.29042471576195	Downregulated
ILMN_1677505	1.74656689529061e-13	-1.85997110902499	Downregulated
ILMN_1782389	1.78821532891131e-13	1.72438176975183	Upregulated
ILMN_1683700	1.806107633791e-13	-1.50738659520367	Downregulated
ILMN_1655961	1.88035309346789e-13	1.15244675583994	Upregulated
ILMN_1666206	1.89966956225655e-13	1.58276839789803	Upregulated
ILMN_1797526	1.91184518329085e-13	-1.0056207770807	Downregulated
ILMN_1767113	1.91504620143853e-13	-1.37032630086871	Downregulated
ILMN_2325347	1.91746178718049e-13	-1.40769109334021	Downregulated
ILMN_1657892	1.92589341101311e-13	-1.47896721098617	Downregulated
ILMN_1696302	1.93030306046518e-13	-1.25784631599536	Downregulated
ILMN_1671928	1.95359499360091e-13	-1.63735659070969	Downregulated
ILMN_1795484	1.99358801755234e-13	-3.60925734535736	Downregulated
ILMN_1729455	2.01095443124025e-13	-1.44930770951248	Downregulated
ILMN_1688630	2.02071557961844e-13	-1.24329172864533	Downregulated
ILMN_1795442	2.03321807777097e-13	-1.46643703760208	Downregulated
ILMN_1659312	2.10289091462164e-13	-1.2355508343574	Downregulated
ILMN_2339294	2.12856367306046e-13	-1.33230164967297	Downregulated
ILMN_2402581	2.33388486813059e-13	-1.13621638797692	Downregulated
ILMN_1694140	2.35370720369863e-13	-1.21458831245212	Downregulated
ILMN_2317581	2.46855298913913e-13	-1.50282974355369	Downregulated
ILMN_1757186	2.48283427274887e-13	-1.02831082020041	Downregulated
ILMN_1705047	2.5267637560643e-13	-1.13074002714885	Downregulated
ILMN_2075643	2.53485460969616e-13	-1.81223163927396	Downregulated
ILMN_1799030	2.61576191912862e-13	-1.16555341875695	Downregulated
ILMN_1727098	2.66260002386298e-13	-1.21710992468927	Downregulated
ILMN_1668592	2.68089275407566e-13	-1.0294528968946	Downregulated
ILMN_2389506	2.69913811165036e-13	-1.28892367955706	Downregulated
ILMN_1716089	2.71705962587519e-13	-1.75440306181553	Downregulated
ILMN_1731293	2.73759669164071e-13	-1.32225401726085	Downregulated
ILMN_1742789	2.75412523584277e-13	-1.56482530018698	Downregulated
ILMN_2276952	2.77691937925756e-13	-1.64575492685335	Downregulated
ILMN_1657347	2.79982869773587e-13	1.80997918950302	Upregulated
ILMN_2404182	2.81184002506011e-13	-1.26655250050521	Downregulated
ILMN_2085862	2.89782537228087e-13	-1.54871277751784	Downregulated
ILMN_1689831	2.92105916383915e-13	-1.1121968193366	Downregulated
ILMN_1651958	2.9938869750544e-13	-2.27447963106612	Downregulated
ILMN_1793474	3.07852636323726e-13	-1.53332586401189	Downregulated
ILMN_1671557	3.10567041862851e-13	1.15016509971381	Upregulated
ILMN_2345898	3.12249731769841e-13	-1.09150581284368	Downregulated
ILMN_1803810	3.2278253488883e-13	1.12731745490005	Upregulated
ILMN_1737406	3.51109479575102e-13	-1.69137748834361	Downregulated
ILMN_1778523	3.56562016597356e-13	-1.65577524005931	Downregulated
ILMN_1709348	3.60317079039652e-13	-2.357397393364	Downregulated
ILMN_1789003	3.77174661145231e-13	-1.13647464598438	Downregulated
ILMN_2408683	3.89320828831428e-13	-1.80387865110329	Downregulated
ILMN_2199926	4.01612510676053e-13	-1.05948048699525	Downregulated
ILMN_1666932	4.01903853525716e-13	-1.61638393496767	Downregulated
ILMN_1675756	4.03812292680211e-13	-1.17080501730293	Downregulated
ILMN_1673320	4.12405865420237e-13	-1.34476193056186	Downregulated
ILMN_1745994	4.17970935427972e-13	-1.17340384834071	Downregulated
ILMN_1781001	4.46405005413024e-13	-1.63598960467066	Downregulated
ILMN_1721541	4.57370345678462e-13	-2.55297407378305	Downregulated
ILMN_1767448	4.63553813981328e-13	-1.84151653685864	Downregulated
ILMN_2289849	4.65357208627261e-13	-1.44480943144157	Downregulated
ILMN_2123743	4.769604800753e-13	-2.03672784964389	Downregulated
ILMN_1701308	4.80205797635252e-13	2.46568183604129	Upregulated
ILMN_1685641	4.92232659402505e-13	-1.13540223770268	Downregulated
ILMN_1713449	5.12261960213169e-13	-1.30896589142779	Downregulated
ILMN_1697309	5.18660447694274e-13	-1.71264244656263	Downregulated
ILMN_1711493	5.18660447694274e-13	-1.02564798456605	Downregulated
ILMN_2102670	5.20424664322043e-13	-1.39145617705456	Downregulated
ILMN_1772910	5.24851798685725e-13	-2.06266214401573	Downregulated
ILMN_1732799	5.26752066606865e-13	-1.574144231835	Downregulated
ILMN_1733270	5.28148067753915e-13	-1.38056439793699	Downregulated
ILMN_2319000	5.35819280292808e-13	-1.22895667990647	Downregulated
ILMN_1806037	5.43900144894269e-13	1.64309967445162	Upregulated
ILMN_1810275	5.5753357029447e-13	-1.78476201104131	Downregulated
ILMN_1729915	5.57828918347494e-13	-1.09015223648947	Downregulated
ILMN_1699489	5.63000871148717e-13	-1.39386113008398	Downregulated
ILMN_2339835	5.76481194104927e-13	-1.19941859071804	Downregulated
ILMN_1853824	5.77512380584818e-13	-1.54957890206601	Downregulated
ILMN_1761199	5.85315635420487e-13	-1.64295727341142	Downregulated
ILMN_1809291	5.96372136173331e-13	-2.35927926114977	Downregulated
ILMN_1799487	6.10299521216451e-13	-1.16096726844879	Downregulated
ILMN_1769245	6.20416805569599e-13	-1.4414310813076	Downregulated
ILMN_1709683	6.20416805569599e-13	-1.49927944250819	Downregulated
ILMN_1760303	6.31180366121901e-13	-1.26432213773428	Downregulated
ILMN_1752793	6.48105594514652e-13	-1.17933568840563	Downregulated
ILMN_1671992	6.52107793102814e-13	1.29590127234463	Upregulated
ILMN_2349459	6.54596895878013e-13	1.40248736988141	Upregulated
ILMN_1750805	6.73048004707529e-13	-1.12349525621944	Downregulated
ILMN_2362858	6.83209696610477e-13	-1.23742657043745	Downregulated
ILMN_1790098	6.86344404176837e-13	-1.09274309267415	Downregulated
ILMN_1792495	6.91658939790593e-13	-1.06193478899519	Downregulated
ILMN_1793990	6.91658939790593e-13	-1.95798910808958	Downregulated
ILMN_1773119	7.31944720198585e-13	1.16825231804982	Upregulated
ILMN_1731966	7.52238475291556e-13	-1.11400832661943	Downregulated
ILMN_1791726	7.58459880301511e-13	2.16634797283529	Upregulated
ILMN_1778240	7.64190782815139e-13	-1.30703943152479	Downregulated
ILMN_1771964	7.73874285519504e-13	-1.48816765782208	Downregulated
ILMN_2389501	8.01360646907125e-13	-1.31842878113517	Downregulated
ILMN_1770479	8.08998426755126e-13	-1.47752126530432	Downregulated
ILMN_2317580	8.08998426755126e-13	-1.37312367717492	Downregulated
ILMN_1674046	8.14886126067883e-13	-1.05684137026287	Downregulated
ILMN_1781700	8.18447565125651e-13	-1.00595752726784	Downregulated
ILMN_1760160	8.81332098508255e-13	1.3094099543082	Upregulated
ILMN_2370336	8.86162006296037e-13	-1.14992092880016	Downregulated
ILMN_1801441	8.88718731509424e-13	-1.16771109392442	Downregulated
ILMN_1815154	8.92690209186633e-13	-1.57716146798904	Downregulated
ILMN_1776678	9.2592172100439e-13	-1.73584919864116	Downregulated
ILMN_1716815	9.33865853781827e-13	1.55170694029917	Upregulated
ILMN_2150095	9.40033257990784e-13	-1.80659837080453	Downregulated
ILMN_1733675	9.75494170888428e-13	-1.18697853938381	Downregulated
ILMN_2095610	9.78295373089018e-13	-1.04948431019273	Downregulated
ILMN_1741406	9.78295373089018e-13	1.55621870253174	Upregulated
ILMN_1693941	9.78295373089018e-13	1.06318180286125	Upregulated
ILMN_1716397	9.78295373089018e-13	-1.08087253297481	Downregulated
ILMN_1795762	9.78295373089018e-13	-1.51852075357072	Downregulated
ILMN_1676256	1.00316150360315e-12	-2.32181901657389	Downregulated
ILMN_2395156	1.0280801481354e-12	-1.06596162780782	Downregulated
ILMN_2326273	1.03166608599172e-12	-1.86642241313128	Downregulated
ILMN_1800912	1.06178938436231e-12	-1.4059244427694	Downregulated
ILMN_2112988	1.07625785737074e-12	-1.35741030704057	Downregulated
ILMN_2197365	1.13723321588391e-12	-1.8163705090877	Downregulated
ILMN_1691476	1.1770479665497e-12	-1.76175700228901	Downregulated
ILMN_1899407	1.17721146857297e-12	-1.29645233013213	Downregulated
ILMN_1753823	1.19168557756954e-12	-1.2419797662096	Downregulated
ILMN_2132599	1.21730545794987e-12	1.39761507717652	Upregulated
ILMN_1823809	1.21730545794987e-12	1.20408491840097	Upregulated
ILMN_2367239	1.22990541994528e-12	-1.59506932172549	Downregulated
ILMN_1811364	1.23368339741698e-12	1.65666640111906	Upregulated
ILMN_2347193	1.28725385790534e-12	1.34595006495768	Upregulated
ILMN_1678490	1.31164600302564e-12	-1.44448292849093	Downregulated
ILMN_2301083	1.31164600302564e-12	2.31064846495527	Upregulated
ILMN_1708348	1.35125023669092e-12	1.18612217057754	Upregulated
ILMN_1704294	1.42732630626758e-12	1.84273414759979	Upregulated
ILMN_2168952	1.4523251170639e-12	1.51287103487151	Upregulated
ILMN_1780582	1.48830237875008e-12	-1.39497620113084	Downregulated
ILMN_1810864	1.49781722417043e-12	-1.66095566466766	Downregulated
ILMN_1712673	1.51102671767779e-12	-1.85666063076885	Downregulated
ILMN_1786065	1.5182748747225e-12	1.48759570358038	Upregulated
ILMN_1821176	1.53619801903994e-12	-1.12224595229123	Downregulated
ILMN_2169801	1.55111182540474e-12	-2.19851195430897	Downregulated
ILMN_1890614	1.55322855643071e-12	-1.11249967396589	Downregulated
ILMN_1776516	1.59079428607694e-12	2.285773721406	Upregulated
ILMN_2228180	1.62178078670025e-12	-1.29316565430553	Downregulated
ILMN_1717207	1.64448371141833e-12	-1.07905083058471	Downregulated
ILMN_2413650	1.64960711462269e-12	1.03744671025747	Upregulated
ILMN_1674243	1.78506281599501e-12	-1.37287121715133	Downregulated
ILMN_1673880	1.78750717599115e-12	-1.79560566090817	Downregulated
ILMN_1807277	1.80042462100694e-12	-1.61434883280832	Downregulated
ILMN_1700306	1.81354715592013e-12	1.51847688002025	Upregulated
ILMN_2161330	1.85305257397304e-12	1.84949298155295	Upregulated
ILMN_2379599	1.86514212217993e-12	-1.84695582846833	Downregulated
ILMN_2131293	1.98250772860639e-12	1.67729834150261	Upregulated
ILMN_1728298	1.98867268067135e-12	1.52743137318505	Upregulated
ILMN_1796316	2.13295900589236e-12	2.05721275634393	Upregulated
ILMN_1727992	2.13325983825778e-12	-1.15046081431073	Downregulated
ILMN_1678757	2.14427496563503e-12	1.30923841890474	Upregulated
ILMN_1781285	2.14548985439721e-12	-1.85745635009289	Downregulated
ILMN_1668582	2.16628601792866e-12	-1.28521193155706	Downregulated
ILMN_2079655	2.27865777493943e-12	-1.4147656030356	Downregulated
ILMN_1780898	2.34777485752379e-12	-1.42409108448321	Downregulated
ILMN_1715189	2.38459015714648e-12	-1.32569613997007	Downregulated
ILMN_1664516	2.39539454785919e-12	1.15548475702886	Upregulated
ILMN_2408851	2.40063044892867e-12	-1.23372758349829	Downregulated
ILMN_1728639	2.40063044892867e-12	-1.54592489208882	Downregulated
ILMN_1695316	2.47052202593297e-12	-2.08917708055913	Downregulated
ILMN_2202915	2.4802506532512e-12	-1.04794031554406	Downregulated
ILMN_1766657	2.51631519555081e-12	-1.21406305006226	Downregulated
ILMN_1719543	2.51852186639101e-12	-1.50927717306346	Downregulated
ILMN_1682993	2.56665186016943e-12	-1.57384914935729	Downregulated
ILMN_1806533	2.5978281737884e-12	-1.13541108531813	Downregulated
ILMN_1722713	2.61791485738806e-12	-1.98288410962113	Downregulated
ILMN_1811636	2.61832043183799e-12	-1.53597447605529	Downregulated
ILMN_1755942	2.76956788380326e-12	-1.07517007700258	Downregulated
ILMN_1770085	2.80135537196056e-12	-1.96410373958077	Downregulated
ILMN_2087646	2.80135537196056e-12	-1.1697522010506	Downregulated
ILMN_2261076	2.80289216282952e-12	-1.25594099113794	Downregulated
ILMN_1763852	2.85578881002744e-12	-1.15559411475207	Downregulated
ILMN_2367126	2.85693926217654e-12	-1.02438829542773	Downregulated
ILMN_1700413	2.87094741996142e-12	-1.03014612498833	Downregulated
ILMN_1731233	2.89106660588879e-12	-1.40580413499732	Downregulated
ILMN_1710192	2.91340319889487e-12	1.63670364803116	Upregulated
ILMN_1747775	2.9368215428025e-12	-1.2254561583576	Downregulated
ILMN_1692058	2.97546427280869e-12	-1.7179045433386	Downregulated
ILMN_2316878	2.999813811888e-12	-1.01632732376012	Downregulated
ILMN_1812262	3.00260609251987e-12	1.19940679936594	Upregulated
ILMN_2344650	3.07230488011525e-12	-1.109491109441	Downregulated
ILMN_1780799	3.15895477001609e-12	-1.89350811031629	Downregulated
ILMN_2071809	3.25679955736913e-12	-1.79357193138215	Downregulated
ILMN_2387105	3.31211971635693e-12	-1.26860694481148	Downregulated
ILMN_1708375	3.33370345296406e-12	-1.18940234478825	Downregulated
ILMN_1796216	3.35577458527659e-12	-1.05653613200335	Downregulated
ILMN_1743373	3.39267606761757e-12	-1.30502455244044	Downregulated
ILMN_1691290	3.42436251557831e-12	1.4480229903831	Upregulated
ILMN_1653358	3.81688576720343e-12	1.41708264760692	Upregulated
ILMN_1762712	3.81794972727733e-12	-1.10138792324856	Downregulated
ILMN_1806752	3.91641408502232e-12	-1.0501340088169	Downregulated
ILMN_1808011	4.27824519531791e-12	-1.10071359179765	Downregulated
ILMN_1819608	4.27824519531791e-12	-1.38510698210876	Downregulated
ILMN_1735910	4.33668694465776e-12	-1.00887176127285	Downregulated
ILMN_1779965	4.52023133024089e-12	-1.39454188600778	Downregulated
ILMN_1751328	4.55446854920283e-12	1.22027088554851	Upregulated
ILMN_1803024	4.71042746047555e-12	-1.53719206846371	Downregulated
ILMN_1699695	4.78926501494549e-12	1.39166252911994	Upregulated
ILMN_2376403	4.85067993253478e-12	-1.62385809142159	Downregulated
ILMN_1692742	4.89201785667982e-12	-1.0620877344661	Downregulated
ILMN_1788192	4.89413601745821e-12	-1.4957662146994	Downregulated
ILMN_1733746	4.89413601745821e-12	-1.09899979514909	Downregulated
ILMN_1716797	4.92523262658945e-12	-1.90774890116132	Downregulated
ILMN_1673363	5.06270544842357e-12	-1.403565795306	Downregulated
ILMN_1683450	5.17547149419821e-12	1.51597038409671	Upregulated
ILMN_1778321	5.25751956332465e-12	-1.0462993213461	Downregulated
ILMN_2264177	5.2747899801511e-12	-1.47409463978009	Downregulated
ILMN_1709204	5.45727787261834e-12	-1.17977820812551	Downregulated
ILMN_1659888	5.48060730096391e-12	1.31657895316336	Upregulated
ILMN_2058251	5.60986646294504e-12	-1.4815848776114	Downregulated
ILMN_1699887	5.8094068309713e-12	1.31402786128527	Upregulated
ILMN_1678961	5.82689121889723e-12	-1.12947188605897	Downregulated
ILMN_1671731	5.87391999324486e-12	-1.36574140273209	Downregulated
ILMN_2084825	5.87391999324486e-12	-1.75151178006701	Downregulated
ILMN_1778136	5.87391999324486e-12	-1.03728465780314	Downregulated
