Gene	adj.P.Val	logFC	Regulation
ILMN_2122103	6.44196668557058e-12	-1.16166843284338	Downregulated
ILMN_1757106	6.45429139408011e-12	1.24735484810812	Upregulated
ILMN_1705231	6.64309610652348e-12	-1.58586388516584	Downregulated
ILMN_1794659	6.65996052950547e-12	1.36561419256429	Upregulated
ILMN_1717799	6.75245292592406e-12	-1.17955441641262	Downregulated
ILMN_1724789	6.90927081721719e-12	-1.2705755424072	Downregulated
ILMN_2367418	7.21900581390601e-12	-1.4289578713051	Downregulated
ILMN_1765860	7.24476228433375e-12	-1.31702308483711	Downregulated
ILMN_1697377	7.27120271346284e-12	1.48866213735058	Upregulated
ILMN_1735014	7.30191982348555e-12	-1.2534728771648	Downregulated
ILMN_1657810	7.35170641844092e-12	-1.11503276330044	Downregulated
ILMN_1782538	7.77705282441113e-12	-1.56099496860121	Downregulated
ILMN_1699829	7.86367219584235e-12	-1.42008146643678	Downregulated
ILMN_2335704	7.87934551304208e-12	-1.26996881061426	Downregulated
ILMN_2087692	8.08481998417984e-12	-1.98451748879609	Downregulated
ILMN_1808824	8.35782837363753e-12	-1.19813171787135	Downregulated
ILMN_2396991	8.38105549622171e-12	-1.01769525844465	Downregulated
ILMN_1694011	8.60593109748928e-12	-1.0059223850885	Downregulated
ILMN_2374449	8.66724171437197e-12	2.31814329600922	Upregulated
ILMN_2082273	8.66922747372988e-12	-1.28795847583949	Downregulated
ILMN_1799614	8.79267296605857e-12	-1.13795062627837	Downregulated
ILMN_2180239	9.01773707851645e-12	1.12612668103854	Upregulated
ILMN_1714730	9.01773707851645e-12	2.10767256501488	Upregulated
ILMN_2043265	9.01773707851645e-12	-1.35846527734378	Downregulated
ILMN_1686664	9.18191176826761e-12	-1.52748869057206	Downregulated
ILMN_1666594	9.3865271156294e-12	-1.41962140692269	Downregulated
ILMN_2311537	9.43051187033815e-12	1.78788873882879	Upregulated
ILMN_1801584	9.45242832841017e-12	-1.72667252486296	Downregulated
ILMN_1853876	9.45242832841017e-12	-1.18482449499241	Downregulated
ILMN_2365484	9.70084637760275e-12	-1.04912181160616	Downregulated
ILMN_2202940	1.0198247214269e-11	-1.3186809158854	Downregulated
ILMN_1811117	1.03101401501441e-11	1.59735308028969	Upregulated
ILMN_1736704	1.05832509271676e-11	-1.18084703348568	Downregulated
ILMN_1706015	1.06231800276686e-11	-1.31571702853356	Downregulated
ILMN_1714567	1.07242615458456e-11	-1.44916972873665	Downregulated
ILMN_1672503	1.12937143513691e-11	-1.44677992086552	Downregulated
ILMN_2305225	1.19472648043626e-11	-1.81209807576557	Downregulated
ILMN_1776649	1.19716924361187e-11	-1.40056486613696	Downregulated
ILMN_2115125	1.22651036298206e-11	-1.41030674669955	Downregulated
ILMN_1760778	1.28476787474088e-11	-1.33763436317235	Downregulated
ILMN_1729095	1.2869741509887e-11	-1.39624456710877	Downregulated
ILMN_2373791	1.30563311141331e-11	-1.77381325385081	Downregulated
ILMN_1670302	1.30798858995294e-11	-1.22599322093102	Downregulated
ILMN_1766405	1.34972864322144e-11	1.55814254910662	Upregulated
ILMN_1731206	1.35806382054033e-11	-1.35747155339008	Downregulated
ILMN_1749338	1.365199175235e-11	-1.0764747782628	Downregulated
ILMN_1815205	1.37975450820288e-11	-2.41465309531741	Downregulated
ILMN_1697268	1.38125443678981e-11	-1.30718916781269	Downregulated
ILMN_1719660	1.38177317048005e-11	1.19851788321113	Upregulated
ILMN_1667371	1.41985578105905e-11	-1.18998892413309	Downregulated
ILMN_1815634	1.46117770019757e-11	-1.58902660684281	Downregulated
ILMN_2064725	1.51737872231146e-11	1.58696228582828	Upregulated
ILMN_1712305	1.54504627928108e-11	-2.02109172813869	Downregulated
ILMN_2185984	1.60481746169755e-11	-1.72939095547152	Downregulated
ILMN_1815184	1.65277600997843e-11	1.19034364514289	Upregulated
ILMN_2398159	1.70615480323698e-11	-1.6103787125095	Downregulated
ILMN_2329927	1.72976471690965e-11	-1.36224277680534	Downregulated
ILMN_2120695	1.74679863357676e-11	-2.31281673059465	Downregulated
ILMN_2165993	1.86767596462452e-11	-3.13774960401319	Downregulated
ILMN_1720158	1.89441861016056e-11	-1.42119205520267	Downregulated
ILMN_1733579	1.908385201886e-11	-1.06684979093805	Downregulated
ILMN_2114720	1.93283638788155e-11	-2.50641843044361	Downregulated
ILMN_2062701	1.95613197629173e-11	-1.1858506465406	Downregulated
ILMN_1746148	2.01001711000409e-11	-1.01418230604002	Downregulated
ILMN_1711199	2.03634707440156e-11	-1.22325272815073	Downregulated
ILMN_1688780	2.03656786533383e-11	-2.27884969179665	Downregulated
ILMN_1709747	2.0417142202983e-11	-1.19443384150811	Downregulated
ILMN_1684217	2.06697093676884e-11	1.19789349538978	Upregulated
ILMN_1757631	2.12701258811011e-11	1.0341496192942	Upregulated
ILMN_2053415	2.12701258811011e-11	-1.33964099426368	Downregulated
ILMN_2339955	2.1362550818531e-11	-1.599178749535	Downregulated
ILMN_2146418	2.2410393396693e-11	-1.08858448518335	Downregulated
ILMN_2104106	2.3262956942635e-11	1.51478425402288	Upregulated
ILMN_1671509	2.36260753138766e-11	-1.39839399326144	Downregulated
ILMN_1662932	2.45471198818432e-11	-1.38392859100561	Downregulated
ILMN_1653278	2.48634653032612e-11	1.57223870562383	Upregulated
ILMN_1718607	2.50030158555659e-11	-1.18920459353542	Downregulated
ILMN_1718968	2.56000710090554e-11	-1.21592462035403	Downregulated
ILMN_1801939	2.62663810180846e-11	1.32920879900884	Upregulated
ILMN_2314417	2.63564396093481e-11	-1.64839966455232	Downregulated
ILMN_1810560	2.66515672819703e-11	-1.30932247204908	Downregulated
ILMN_1697548	2.7131374339184e-11	-1.35198244967306	Downregulated
ILMN_1768575	2.73968029075599e-11	-2.46484883353465	Downregulated
ILMN_1808245	2.87352204971126e-11	-1.67171620907747	Downregulated
ILMN_1791890	2.90464473448731e-11	-1.619562835543	Downregulated
ILMN_1684887	2.94346875304596e-11	-1.08813172978373	Downregulated
ILMN_1712112	3.00262639672276e-11	-1.30043334529729	Downregulated
ILMN_2363591	3.09164328821315e-11	-1.97685158504189	Downregulated
ILMN_1862909	3.10076365438001e-11	-1.02317465197447	Downregulated
ILMN_1690546	3.10751754016853e-11	-1.00903612451578	Downregulated
ILMN_1671766	3.11454616846307e-11	1.14440195007161	Upregulated
ILMN_1684306	3.16774295089227e-11	-2.10911738762954	Downregulated
ILMN_1748093	3.16994648509472e-11	1.29569201408888	Upregulated
ILMN_1674661	3.19591053428422e-11	-1.20897882173568	Downregulated
ILMN_2139761	3.21608286558965e-11	-1.69480444265101	Downregulated
ILMN_1766918	3.26794140767352e-11	1.06185212225818	Upregulated
ILMN_1735779	3.36320002286908e-11	-1.35049797057981	Downregulated
ILMN_1668283	3.41911825437897e-11	-1.38817090580513	Downregulated
ILMN_1796678	3.42708782701796e-11	-1.62953443884444	Downregulated
ILMN_1781636	3.47579940492866e-11	1.19285053936287	Upregulated
ILMN_1669657	3.5762230558494e-11	1.59401486867665	Upregulated
ILMN_1745963	3.6285135880906e-11	-1.39657348965986	Downregulated
ILMN_1702197	3.65293055680876e-11	1.19070281121207	Upregulated
ILMN_2359800	3.71292442733635e-11	-1.78884635467996	Downregulated
ILMN_1729170	3.79862741465256e-11	-1.21934246010551	Downregulated
ILMN_2364022	3.95764314441927e-11	1.37602565041485	Upregulated
ILMN_2193325	4.09024919181202e-11	-1.34032554995666	Downregulated
ILMN_1797731	4.13349727066577e-11	-1.46717962774206	Downregulated
ILMN_1695299	4.2228845636068e-11	-1.509139959806	Downregulated
ILMN_1674620	4.47379795076956e-11	-1.64299113144619	Downregulated
ILMN_1699931	4.49784830396154e-11	-1.42062066982482	Downregulated
ILMN_1692731	4.55280752004186e-11	1.28976077139865	Upregulated
ILMN_1721035	4.57651074432876e-11	-1.66809292681676	Downregulated
ILMN_1725485	4.60263156113756e-11	1.37565352795962	Upregulated
ILMN_1683598	4.7056828753527e-11	-1.37050915700172	Downregulated
ILMN_1662640	4.7056828753527e-11	-1.47804924310658	Downregulated
ILMN_1733851	4.90941557567018e-11	-1.2012219736293	Downregulated
ILMN_1680955	4.9499919814351e-11	1.24303515952464	Upregulated
ILMN_1869934	4.98343420105102e-11	-1.29748825088192	Downregulated
ILMN_1771120	4.98343420105102e-11	1.54657453627787	Upregulated
ILMN_2212909	4.98765721329103e-11	1.16713484643144	Upregulated
ILMN_2404688	5.0191044424746e-11	-1.30753897912895	Downregulated
ILMN_1693270	5.02395900308604e-11	-2.04719969664452	Downregulated
ILMN_1810191	5.09553311732268e-11	-1.07675041096745	Downregulated
ILMN_1687538	5.11581085017291e-11	-1.39869460189363	Downregulated
ILMN_1699980	5.1186065742297e-11	-1.32342661604506	Downregulated
ILMN_1692219	5.27411972476663e-11	-1.27195193690264	Downregulated
ILMN_1757702	5.29837096335863e-11	-1.24392270423262	Downregulated
ILMN_2357438	5.31684964700512e-11	1.2036559033594	Upregulated
ILMN_2267914	5.31684964700512e-11	-1.49354300971473	Downregulated
ILMN_1706021	5.31684964700512e-11	1.37565722567553	Upregulated
ILMN_2375825	5.43744927548749e-11	-1.40867009023586	Downregulated
ILMN_1662795	5.48027538782615e-11	-2.32958985433678	Downregulated
ILMN_2193213	5.59035922402421e-11	-1.57533497514672	Downregulated
ILMN_1789338	5.77166207775839e-11	-1.25259820913179	Downregulated
ILMN_1758719	5.94089771643364e-11	-1.32282058990115	Downregulated
ILMN_2315789	5.99590926197761e-11	-1.02372740345724	Downregulated
ILMN_1810729	6.15933843747964e-11	-1.39786036564978	Downregulated
ILMN_2041222	6.25542113274064e-11	1.14141717325865	Upregulated
ILMN_1668743	6.27086057158719e-11	-1.13321049319284	Downregulated
ILMN_1739393	6.36931029048928e-11	-1.27012530134652	Downregulated
ILMN_1791375	6.4760747374133e-11	1.22078207016911	Upregulated
ILMN_2365023	6.52956774215938e-11	-2.4297797951988	Downregulated
ILMN_1775257	6.56689058367742e-11	-1.15268189969601	Downregulated
ILMN_1799848	6.69268492237388e-11	1.1981569287551	Upregulated
ILMN_1714167	6.72187676527925e-11	-1.47931805100186	Downregulated
ILMN_1744963	6.93556310973822e-11	1.32844072419188	Upregulated
ILMN_1733519	6.93556310973822e-11	1.91151382272072	Upregulated
ILMN_1652777	6.96335806225209e-11	-1.05384751970391	Downregulated
ILMN_1707475	6.96972843659418e-11	-1.28556549334299	Downregulated
ILMN_2343774	6.98611369374595e-11	3.37018455693512	Upregulated
ILMN_1687526	7.11105214642505e-11	-1.00625073555754	Downregulated
ILMN_1756862	7.20321593438e-11	-1.38775943946053	Downregulated
ILMN_1754660	7.30386079873625e-11	-1.06957010716071	Downregulated
ILMN_2413780	7.33499781045438e-11	1.5345905405743	Upregulated
ILMN_1724666	7.46123122682234e-11	1.01329728014209	Upregulated
ILMN_2301722	7.47757827593147e-11	-1.19237969930151	Downregulated
ILMN_1763695	7.6938024976362e-11	-2.48577335423609	Downregulated
ILMN_2223350	7.7512190659428e-11	-1.08146022261996	Downregulated
ILMN_1784333	8.11197245644549e-11	-1.34544691382366	Downregulated
ILMN_1656837	8.20773358636969e-11	-1.2684815503761	Downregulated
ILMN_1674386	8.34742589420452e-11	2.21247317163589	Upregulated
ILMN_1696419	8.34742589420452e-11	-1.90527520742218	Downregulated
ILMN_1672776	8.68646938460888e-11	1.3659140688016	Upregulated
ILMN_1677636	9.08938557681354e-11	2.2633242662114	Upregulated
ILMN_1667692	9.08938557681354e-11	-1.41043853247113	Downregulated
ILMN_2320330	9.16006213734171e-11	-1.35847603379563	Downregulated
ILMN_1681103	9.20715274694201e-11	-2.1193567620678	Downregulated
ILMN_2412380	9.23276203742068e-11	-1.10258121653161	Downregulated
ILMN_1782560	9.24050703392197e-11	-1.01920319195151	Downregulated
ILMN_2413779	9.26018560411476e-11	1.75935611060864	Upregulated
ILMN_1753449	9.54996180697791e-11	2.42876805233782	Upregulated
ILMN_2107184	9.5874261445429e-11	-1.14277017259022	Downregulated
ILMN_1679045	9.62266712242415e-11	-1.09708103674413	Downregulated
ILMN_1804798	1.01502707371471e-10	-1.40895590742298	Downregulated
ILMN_1696466	1.02021271958743e-10	-1.65792017045636	Downregulated
ILMN_1810941	1.03336961182791e-10	-1.18870567250844	Downregulated
ILMN_1795835	1.0679932203327e-10	-1.12234887190724	Downregulated
ILMN_1679929	1.07917475655689e-10	-1.37522297077965	Downregulated
ILMN_1658917	1.08502572073746e-10	-1.05640271467276	Downregulated
ILMN_1707286	1.11099418862037e-10	-1.87797106249266	Downregulated
ILMN_1717163	1.16760128530582e-10	-1.57089200465772	Downregulated
ILMN_1754103	1.17736904271439e-10	-1.22121703605849	Downregulated
ILMN_1726597	1.21168324797398e-10	-1.20966206815774	Downregulated
ILMN_2330495	1.21852267952007e-10	1.35371559210197	Upregulated
ILMN_1723043	1.27848193969919e-10	-1.03519073981043	Downregulated
ILMN_1688242	1.30414043917361e-10	-1.32455173394491	Downregulated
ILMN_1678939	1.32604144753734e-10	-1.54775547061751	Downregulated
ILMN_2067656	1.32985505801301e-10	-1.55090944014447	Downregulated
ILMN_1752592	1.34319060579041e-10	-1.78053696677872	Downregulated
ILMN_2242900	1.35965857906655e-10	-1.27518755697252	Downregulated
ILMN_1709094	1.3745638763911e-10	-1.01419960784792	Downregulated
ILMN_1744765	1.37673767349029e-10	-1.05843922143706	Downregulated
ILMN_1675062	1.3892664870755e-10	-1.15110310180672	Downregulated
ILMN_2089167	1.40778271130317e-10	1.23286747412946	Upregulated
ILMN_1788955	1.42086213360887e-10	-1.10584699970096	Downregulated
ILMN_1732831	1.43157659363624e-10	-1.1353472819141	Downregulated
ILMN_1661618	1.44092568214862e-10	-1.88419279627138	Downregulated
ILMN_1654570	1.46015437624353e-10	-1.73979218802113	Downregulated
ILMN_2230025	1.46624568160235e-10	-1.55444336036843	Downregulated
ILMN_1795697	1.48727261860074e-10	1.34058081350974	Upregulated
ILMN_1786823	1.48802396041999e-10	-1.49900629418567	Downregulated
ILMN_1657373	1.48930186844768e-10	-1.93496205363259	Downregulated
ILMN_1705814	1.49559954018385e-10	1.22742259314758	Upregulated
ILMN_1718565	1.51736533250637e-10	-1.20811754068239	Downregulated
ILMN_1721349	1.52774981804188e-10	1.50981727345846	Upregulated
ILMN_2208413	1.54393326138802e-10	-1.17474242931872	Downregulated
ILMN_1801043	1.54393326138802e-10	-1.27012890988812	Downregulated
ILMN_1676016	1.55482934837077e-10	1.07867892533968	Upregulated
ILMN_2326512	1.55482934837077e-10	-1.44630071179868	Downregulated
ILMN_2340027	1.60220124574949e-10	-1.30507922289041	Downregulated
ILMN_2323801	1.60543454485254e-10	-1.18122691603745	Downregulated
ILMN_1812070	1.61605298260541e-10	-1.08719274664416	Downregulated
ILMN_1801833	1.64635163228685e-10	-1.23807608571902	Downregulated
ILMN_1692177	1.64672529199187e-10	-2.21921076136239	Downregulated
ILMN_1667081	1.66346247236547e-10	-1.64501938868133	Downregulated
ILMN_1772359	1.66346247236547e-10	-1.31741274045791	Downregulated
ILMN_1805665	1.69017940355751e-10	-1.60238217459136	Downregulated
ILMN_1713807	1.72746369039464e-10	-1.11457804279577	Downregulated
ILMN_1711470	1.73238727219934e-10	1.16805415977687	Upregulated
ILMN_2054554	1.74384828656674e-10	1.58474699011241	Upregulated
ILMN_2206722	1.76563566700684e-10	1.35249740406874	Upregulated
ILMN_1667948	1.76739178297439e-10	-1.20154715374867	Downregulated
ILMN_1809590	1.78712055463279e-10	1.15394848715565	Upregulated
ILMN_2326953	1.78887146049141e-10	-1.06193538807041	Downregulated
ILMN_2352303	1.84685547845553e-10	-1.12313218098406	Downregulated
ILMN_1803825	1.84958153846079e-10	-1.04080748379052	Downregulated
ILMN_1678842	1.87818314985427e-10	1.48089946549658	Upregulated
ILMN_2097943	1.91854412758563e-10	-1.26017288535498	Downregulated
ILMN_1798360	1.9414047329964e-10	-1.56617939244752	Downregulated
ILMN_2353276	1.94487979718398e-10	-1.29500877447817	Downregulated
ILMN_1682928	1.94951457242487e-10	-1.53082183746559	Downregulated
ILMN_1771385	1.98428151429518e-10	-1.60363905089459	Downregulated
ILMN_1793476	1.98428151429518e-10	-1.37828736988358	Downregulated
ILMN_1702487	1.99355945716246e-10	-1.32494781870951	Downregulated
ILMN_1719986	2.00646038532827e-10	-1.13106717421213	Downregulated
ILMN_1764109	2.04400944205049e-10	-1.78761080747169	Downregulated
ILMN_2406043	2.06585246729974e-10	-1.37072638278078	Downregulated
ILMN_2326509	2.1282777805819e-10	-1.4097357901774	Downregulated
ILMN_2399363	2.13765314178562e-10	-1.17313742544833	Downregulated
ILMN_1721901	2.25208256178311e-10	-1.69485296513469	Downregulated
ILMN_1670238	2.33250716154715e-10	1.08990825016606	Upregulated
ILMN_1796339	2.45314270424954e-10	-1.12005119226434	Downregulated
ILMN_1785891	2.45314270424954e-10	-1.01939576253441	Downregulated
ILMN_2101651	2.45581990033288e-10	1.62471334150076	Upregulated
ILMN_1675709	2.58301196533033e-10	1.01584015501984	Upregulated
ILMN_2401258	2.65784505335791e-10	1.05733080622267	Upregulated
ILMN_1815895	2.71567466757167e-10	-1.98772059501695	Downregulated
ILMN_1703316	2.76276525755003e-10	-1.19036739627546	Downregulated
ILMN_2096372	2.81891836667107e-10	-1.64909757269039	Downregulated
ILMN_1780533	2.85864730279126e-10	-1.07779844199418	Downregulated
ILMN_1803217	2.93364912234623e-10	-1.23063814481428	Downregulated
ILMN_1784655	3.03416286292725e-10	1.07255838743698	Upregulated
ILMN_1701603	3.06719276692263e-10	-2.07866986908061	Downregulated
ILMN_2199439	3.07100580016923e-10	-1.91848411932116	Downregulated
ILMN_1707312	3.08242484673144e-10	-1.09371739687267	Downregulated
ILMN_1792679	3.16299001673153e-10	-1.0188398984249	Downregulated
ILMN_1786176	3.16479138375899e-10	-1.56409869991688	Downregulated
ILMN_1766038	3.20653842930657e-10	-1.65647894825175	Downregulated
ILMN_1761425	3.21782852554146e-10	-1.37091818012848	Downregulated
ILMN_2062468	3.3060742850092e-10	-1.47618141830253	Downregulated
ILMN_1655663	3.43265029650688e-10	1.03948078272862	Upregulated
ILMN_2108735	3.47465793510296e-10	2.83669543307634	Upregulated
ILMN_1789507	3.49485660763816e-10	1.83750035182457	Upregulated
ILMN_1679324	3.59347054970956e-10	-1.26556487036155	Downregulated
ILMN_1682312	3.65145759939561e-10	-1.41977762626412	Downregulated
ILMN_1687867	3.70780891152994e-10	1.22244621702546	Upregulated
ILMN_1796409	3.80914640375371e-10	-1.76929214751187	Downregulated
ILMN_1806908	3.84061060476653e-10	-1.15036189462153	Downregulated
ILMN_1811426	3.93901736861235e-10	-1.08834301270402	Downregulated
ILMN_1665964	4.00302659234062e-10	-1.15293360024684	Downregulated
ILMN_1692938	4.05569048137178e-10	1.11377486495077	Upregulated
ILMN_1672605	4.22665019540418e-10	-1.5041242657807	Downregulated
ILMN_1694399	4.30411269077098e-10	1.34040589480364	Upregulated
ILMN_2150258	4.36265221005944e-10	-1.44502696606926	Downregulated
ILMN_1728934	4.43664939828836e-10	1.2091948093295	Upregulated
ILMN_2106656	4.46746297631761e-10	1.382455820574	Upregulated
ILMN_1665235	4.47116561396894e-10	-1.73776786076629	Downregulated
ILMN_1752046	4.57982795374359e-10	-1.26909166433238	Downregulated
ILMN_1736670	4.58689903238637e-10	-1.43183446035191	Downregulated
ILMN_1664051	4.59599204332263e-10	-1.27860815912601	Downregulated
ILMN_1683148	4.67992844348519e-10	-1.21981522499167	Downregulated
ILMN_1772286	4.73345519214017e-10	1.21198391395137	Upregulated
ILMN_1720373	4.79091376203498e-10	1.24393122134992	Upregulated
ILMN_2308903	4.84580234084289e-10	1.72047078139162	Upregulated
ILMN_1770454	4.89425549037915e-10	1.36637716801263	Upregulated
ILMN_1777998	4.94127123347075e-10	-1.03200296361304	Downregulated
ILMN_1679460	5.00231800775029e-10	-1.2086828725926	Downregulated
ILMN_1674817	5.04133176752426e-10	-1.48359053347689	Downregulated
ILMN_2233539	5.12033114106928e-10	-1.60424607022286	Downregulated
ILMN_2113490	5.19313860798125e-10	-1.44050161115331	Downregulated
ILMN_1815673	5.24682646638898e-10	-1.48806401975123	Downregulated
ILMN_2066060	5.28263307324654e-10	-1.45484672343599	Downregulated
ILMN_1697420	5.37798068555519e-10	-1.11284586515321	Downregulated
ILMN_1779163	5.77119962989912e-10	-1.36045321367928	Downregulated
ILMN_2317923	5.90821099121231e-10	1.05891184848084	Upregulated
ILMN_1787266	5.94260849765422e-10	2.97596922961544	Upregulated
ILMN_1679826	5.96011641603547e-10	-1.13914638258464	Downregulated
ILMN_2101650	6.11490281179704e-10	1.12905277295363	Upregulated
ILMN_1808765	6.11490281179704e-10	-1.0493426467398	Downregulated
ILMN_1656900	6.13497558388293e-10	-1.01229125624196	Downregulated
ILMN_1794017	6.20912806998078e-10	-1.1902380043856	Downregulated
ILMN_1654875	6.28844596894048e-10	-1.05499198554926	Downregulated
ILMN_1676924	6.60046874279044e-10	-1.14204869467621	Downregulated
ILMN_1740633	6.61030040828741e-10	-1.1614921453061	Downregulated
ILMN_1683827	6.66285267622635e-10	-1.39908520157286	Downregulated
ILMN_2115434	6.66464572172376e-10	-1.20364879391627	Downregulated
ILMN_1714602	6.67555848232531e-10	-1.06753132107841	Downregulated
ILMN_2106658	6.68418878236173e-10	1.45491016230456	Upregulated
ILMN_1701204	6.70404053195223e-10	-1.08629589319361	Downregulated
ILMN_1723042	6.76128826553246e-10	1.36113485163428	Upregulated
ILMN_1691156	6.79068153606876e-10	-1.2695814910608	Downregulated
ILMN_1765725	6.80419885059169e-10	-1.403545135042	Downregulated
ILMN_1747355	6.93067785685612e-10	-1.10036557949638	Downregulated
ILMN_1815261	6.94029625377367e-10	1.04086057072178	Upregulated
ILMN_1653026	6.94029625377367e-10	-1.83063209563095	Downregulated
ILMN_1691736	7.01156621469271e-10	-1.0706018183056	Downregulated
ILMN_1802654	7.02044837236802e-10	-1.12854931581254	Downregulated
ILMN_1770399	7.17281102088584e-10	-1.02686923988387	Downregulated
ILMN_1915783	7.52086627382193e-10	1.24246833956607	Upregulated
ILMN_2351638	7.52506359366497e-10	-1.45230163387959	Downregulated
ILMN_1682775	7.52506359366497e-10	-1.28096394807727	Downregulated
ILMN_2400935	7.52506359366497e-10	-1.55825476243307	Downregulated
ILMN_2234697	7.72054541244641e-10	-1.22143970551697	Downregulated
ILMN_1670672	8.16779913757684e-10	-1.13692461515337	Downregulated
ILMN_1747650	8.22109479436766e-10	-1.05394529256359	Downregulated
ILMN_1756928	8.22289711823236e-10	-1.31956063686236	Downregulated
ILMN_1811574	8.29383718558229e-10	1.17991992664472	Upregulated
ILMN_1721657	8.29383718558229e-10	-1.15792039686932	Downregulated
ILMN_1797475	8.29451869601809e-10	-1.6713727026262	Downregulated
ILMN_2329679	8.29451869601809e-10	-1.00551676979368	Downregulated
ILMN_2149164	8.4612528994243e-10	-1.22706070296476	Downregulated
ILMN_1787514	8.51242952736471e-10	1.08450400530203	Upregulated
ILMN_2173611	8.67439977471921e-10	-1.4964219571842	Downregulated
ILMN_1698804	8.75514910605303e-10	1.48031860687795	Upregulated
ILMN_1738816	8.83984038079426e-10	-1.15024939354084	Downregulated
ILMN_1801616	8.87288953412969e-10	-1.43841845239333	Downregulated
ILMN_2237428	8.87288953412969e-10	-1.38433596688379	Downregulated
ILMN_2382505	9.53641561398672e-10	1.14643788727988	Upregulated
ILMN_2363498	9.5946960602082e-10	1.13255528229708	Upregulated
ILMN_2398408	9.66819894769297e-10	-1.06757630193119	Downregulated
ILMN_1812995	9.81638942366134e-10	-1.09118057427934	Downregulated
ILMN_2091707	9.82136522866738e-10	1.24028658672855	Upregulated
ILMN_2144401	9.88920551338817e-10	1.12072119761904	Upregulated
ILMN_1671039	9.89614434101954e-10	1.20097546564315	Upregulated
ILMN_1658356	9.9989292576598e-10	-1.28573879168653	Downregulated
ILMN_2230162	1.00969803458837e-09	1.30596937379836	Upregulated
ILMN_1813669	1.04994496523327e-09	-1.09488743648183	Downregulated
ILMN_2141790	1.05108597631535e-09	1.00231488968731	Upregulated
ILMN_1808405	1.05215106593745e-09	-1.85408662928549	Downregulated
ILMN_2413508	1.06502810703448e-09	-1.03680561882297	Downregulated
ILMN_1791728	1.07809940538542e-09	-1.11913432707375	Downregulated
ILMN_1802771	1.10140879448268e-09	-1.08605605562472	Downregulated
ILMN_1749070	1.10429976719391e-09	-1.11174001877741	Downregulated
ILMN_1723522	1.11844393445689e-09	-1.34593606393507	Downregulated
ILMN_1696463	1.12755831663099e-09	-1.30541668776278	Downregulated
ILMN_1742705	1.14260363209339e-09	1.08283388780969	Upregulated
ILMN_2136089	1.15363882575845e-09	-1.35284317889314	Downregulated
ILMN_2047885	1.17801247292714e-09	1.29235424439746	Upregulated
ILMN_2364521	1.21832876301808e-09	-1.07209196452018	Downregulated
ILMN_1693009	1.25584726247754e-09	-1.45713051807503	Downregulated
ILMN_2150294	1.27459452932858e-09	1.67560879175739	Upregulated
ILMN_2136446	1.27840056127014e-09	-1.35015752577537	Downregulated
ILMN_1782501	1.30860265527438e-09	2.62539196132105	Upregulated
ILMN_1729161	1.3161678689826e-09	-1.06882658111823	Downregulated
ILMN_1740415	1.32098229850541e-09	1.52033709669103	Upregulated
ILMN_1790689	1.33111021358906e-09	-1.16111479030908	Downregulated
ILMN_2408572	1.4527407397671e-09	-1.58995899039791	Downregulated
ILMN_1872419	1.48588422220554e-09	1.83365567993545	Upregulated
ILMN_1743836	1.49346760026169e-09	-1.22667509196742	Downregulated
ILMN_1652525	1.56182771093163e-09	-1.17603912900424	Downregulated
ILMN_2073758	1.56806228522942e-09	1.36789019931333	Upregulated
ILMN_2315979	1.59073773826213e-09	-1.29051460485137	Downregulated
ILMN_1742534	1.60375254544382e-09	-1.3410383018493	Downregulated
ILMN_1769575	1.65272622872888e-09	-1.13178690858867	Downregulated
ILMN_1727402	1.6657390401978e-09	-1.28169142586278	Downregulated
ILMN_2152257	1.66757445278355e-09	1.40010547024647	Upregulated
ILMN_1670959	1.70036465958605e-09	2.33476100071046	Upregulated
ILMN_2370135	1.72873987546626e-09	1.49253623452292	Upregulated
ILMN_1776936	1.74524638460692e-09	-1.1798345348398	Downregulated
ILMN_1772706	1.74524638460692e-09	-1.31370196814758	Downregulated
ILMN_2061043	1.74623864399048e-09	-1.09458733339834	Downregulated
ILMN_1699562	1.78456874230504e-09	-1.63544473788124	Downregulated
ILMN_2233050	1.79180074823683e-09	1.36189587410006	Upregulated
ILMN_1752810	1.79379907706237e-09	-1.04314402639035	Downregulated
ILMN_1691048	1.82479866085903e-09	1.18957511611456	Upregulated
ILMN_1713706	1.82801184991787e-09	1.30634793523207	Upregulated
ILMN_2101034	1.90867696127155e-09	1.27593688237146	Upregulated
ILMN_1815719	2.00525450389224e-09	-1.02962988377615	Downregulated
ILMN_2399016	2.01075364628523e-09	-1.68697989833291	Downregulated
ILMN_2138765	2.02064500417289e-09	-1.41461084100526	Downregulated
ILMN_2098126	2.05247744738003e-09	-1.22521494851084	Downregulated
ILMN_1697317	2.08110511268899e-09	-1.30754215381388	Downregulated
ILMN_2093343	2.11333880737387e-09	-1.83772615869837	Downregulated
ILMN_1762899	2.11377267142989e-09	-1.4269262634712	Downregulated
ILMN_2377669	2.24031147578239e-09	-1.1076873605526	Downregulated
ILMN_1729112	2.27099362054771e-09	-1.50876324132224	Downregulated
ILMN_1665832	2.30054243012e-09	-1.14845536006701	Downregulated
ILMN_2279367	2.33232715770132e-09	1.72950162870222	Upregulated
ILMN_1679357	2.33479847159605e-09	-1.03556002352857	Downregulated
ILMN_1801077	2.38465242690893e-09	-1.22976914527223	Downregulated
ILMN_2362982	2.46227950093036e-09	1.04202474882414	Upregulated
