Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Phagosome	40/152	4.38263523787668e-13	1.33670374755239e-10	0	0	4.6666497924471	132.793981221816	COLEC12;ITGAM;NCF1;TFRC;SFTPA2;NCF2;C1R;NCF4;THBS2;FCAR;ACTG1;COMP;C3;TUBB6;TUBA1B;FCGR3B;TUBA1A;TUBB3;CTSL;OLR1;CD14;CD36;FCGR1A;HLA-DQA1;HLA-DPA1;MSR1;HLA-DRB4;SFTPD;CYBB;HLA-E;MARCO;TUBB2B;FCGR2A;CANX;HLA-DPB1;HLA-DRA;ITGA5;SFTPA1;HLA-DRB3;HLA-DQB1
Leishmaniasis	27/77	1.72297523111289e-12	2.62753722744716e-10	0	0	7.0150702247191	190.016986440264	ITGAM;NCF1;NCF2;NCF4;PTGS2;C3;FCGR3B;FCGR1A;HLA-DQA1;HLA-DPA1;JAK1;IL10;JUN;MARCKSL1;HLA-DRB4;IFNGR1;PRKCB;STAT1;CYBB;FOS;FCGR2A;IL1B;EEF1A2;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQB1
Complement and coagulation cascades	28/85	3.8732640273247e-12	3.93781842778011e-10	0	0	6.38354847061434	167.740015117394	C1QB;CFD;C1QA;CPB2;ITGAM;SERPINA1;CFH;C1R;PROS1;C5AR1;F13A1;C4BPA;C8B;C2;C3;THBD;C6;C7;CD59;VSIG4;A2M;CD55;VWF;F10;F12;SERPING1;CFB;C1QC
Osteoclast differentiation	33/127	6.99809360321002e-11	4.732231976646e-09	0	0	4.56902889895868	106.836680958167	SPI1;NCF1;NCF2;NCF4;FHL2;PIK3R1;LILRA2;LILRA5;SOCS3;FCGR3B;PPP3CC;PLCG2;SIRPA;ACP5;FCGR1A;JUNB;JAK1;JUN;IFNGR1;STAT1;FOS;GAB2;LILRB3;LILRB5;OSCAR;TGFBR2;TYROBP;CREB1;FCGR2A;IL1B;BTK;FOSB;PPARG
Staphylococcus aureus infection	28/95	7.75775733876393e-11	4.732231976646e-09	0	0	5.42784321540575	126.358793651037	C1QB;CFD;C1QA;ITGAM;CFH;C1R;C5AR1;FPR1;FPR2;FCAR;C2;C3;FCGR3B;FCGR1A;CAMP;HLA-DQA1;HLA-DPA1;IL10;HLA-DRB4;DEFA1;SELP;FCGR2A;HLA-DPB1;HLA-DRA;HLA-DRB3;CFB;HLA-DQB1;C1QC
Hematopoietic cell lineage	27/99	1.15512371668154e-09	5.87187889313119e-08	0	0	4.86578300561798	100.133232559888	CSF3R;ITGAM;TFRC;CD37;CD59;CD14;CD36;FCGR1A;CD34;HLA-DQA1;CD33;CD55;HLA-DPA1;HLA-DRB4;MME;IL11RA;IL6;IL1B;KIT;HLA-DPB1;HLA-DRA;CD9;ITGA5;HLA-DRB3;IL7R;CD44;HLA-DQB1
Pertussis	23/76	2.12163927157968e-09	9.24428539759719e-08	0	0	5.62084456424079	112.254318505626	IL10;C1QB;C1QA;JUN;CXCL8;ITGAM;SFTPA2;C1R;C4BPA;FOS;C2;C3;IL6;IL1B;IRF1;CASP1;IRF8;SERPING1;NLRP3;ITGA5;CD14;SFTPA1;C1QC
Rheumatoid arthritis	25/93	6.54040055882714e-09	2.49352771305285e-07	0	0	4.76471619503341	89.7923509035677	CD86;CXCL8;CCL3L1;CCL3L3;CXCL2;CTSL;CCL5;CCL3;ACP5;CCL2;HLA-DQA1;HLA-DPA1;JUN;HLA-DRB4;ANGPT1;TNFSF13;FOS;IL6;CXCL12;IL1B;HLA-DPB1;HLA-DRA;TEK;HLA-DRB3;HLA-DQB1
AGE-RAGE signaling pathway in diabetic complications	25/100	3.21651533701559e-08	1.09004130865528e-06	0	0	4.31837307152875	74.5022225561517	CXCL8;PIK3R1;AGER;FOXO1;THBD;PLCG2;CCL2;EGR1;JUN;EDN1;PRKCB;STAT1;PRKCE;CYBB;VEGFC;VEGFD;SELE;TGFBR2;COL1A1;IL6;COL3A1;COL1A2;IL1B;AGTR1;COL4A5
Malaria	17/50	3.83390071543178e-08	1.16933971820669e-06	0	0	6.65170533789781	113.589828380755	IL10;CXCL8;GYPC;KLRB1;HBB;HBA2;HBA1;THBS2;SELE;COMP;SELP;IL6;IL1B;PECAM1;CCL2;CD36;ACKR1
Viral protein interaction with cytokine and cytokine receptor	24/100	1.39066988505895e-07	3.85594831766344e-06	0	0	4.08800206542987	64.5426442502514	IL10;CCL14;CX3CR1;CCL13;CCL23;CXCL8;CCL3L1;TNFSF14;CCL21;IL37;CCL3L3;CXCR4;CXCL14;CXCL2;IL6;CXCL12;CCL5;CCL4;CCL3;CCL2;ACKR3;IL6ST;CCL18;IL18R1
Cell adhesion molecules	30/148	2.31434750071019e-07	5.88229989763841e-06	0	0	3.29757034315772	50.3834712901652	CD86;ITGAM;ICAM2;PTPRM;VSIR;CDH5;CDH3;CDH1;CD34;HLA-DQA1;JAM2;HLA-DPA1;JAM3;NTNG1;HLA-DRB4;CADM1;SELE;HLA-E;SELP;CLDN11;CLDN5;CLDN10;CLDN3;PECAM1;HLA-DPB1;HLA-DRA;CLDN18;ESAM;HLA-DRB3;HLA-DQB1
Cytokine-cytokine receptor interaction	47/295	2.74399093093926e-07	6.43782487643442e-06	0	0	2.47032384431578	37.3233380088584	ACVRL1;CCL14;CX3CR1;CCL13;CSF3R;BMPR2;CXCL8;CCL3L1;CCL3L3;CXCR4;CXCL14;CXCL2;GHR;IL1RL1;CCL5;CCL4;LEPR;CCL3;CCL2;CCL18;IL10;GDF10;IL33;CCL23;TNFSF14;CCL21;TNFSF15;IFNGR1;IL37;IL11RA;TNFSF12;TNFRSF9;TNFSF13;TNFRSF19;LIFR;BMP6;TGFBR2;IL6;CXCL12;IL1B;LEP;ACKR3;IL17D;IL6ST;IL7R;IL18R1;TNFRSF21
Fluid shear stress and atherosclerosis	28/139	6.61194493104951e-07	1.43176694898286e-05	0	0	3.26846593606959	46.5077136751418	BMPR2;NCF1;NCF2;PIK3R1;ACTG1;CDH5;THBD;CTSL;RAC2;HMOX1;CCL2;GSTM3;NQO1;JUN;EDN1;CAV2;DUSP1;GSTO1;CAV1;FOS;SELE;MMP9;KLF2;GSTA4;IL1B;GSTA2;PECAM1;GSTM5
Coronavirus disease	39/232	7.04147679827634e-07	1.43176694898286e-05	0	0	2.62694300518135	37.2140041930813	CFD;C1QB;C1QA;RPL3;CXCL8;C1R;C5AR1;F13A1;PIK3R1;C8B;C2;C3;C6;C7;PLCG2;CASP1;NLRP3;CCL2;RPL15;RPL17;JAK1;JUN;RPL21;VWF;PRKCB;STAT1;CYBB;FOS;SELP;IL6;FCGR2A;IL1B;AGTR1;TLR8;IL6ST;CFB;RPS23;HBEGF;C1QC
Pathways in cancer	70/531	8.16748187260443e-07	1.55692623196522e-05	0	0	1.98881316157772	27.8790536379193	CDKN1A;SPI1;CSF3R;CXCL8;LAMC3;HHIP;SLC2A1;ETS1;EDNRA;EDNRB;CCND2;HEY1;CDH1;RAC2;JAK1;PDGFRA;EDN1;PRKCB;GSTO1;IFNGR1;DAPK2;FOS;AXIN2;MMP9;TGFBR2;KIT;AGTR1;BIRC5;COL4A5;PPARG;IL6ST;BIRC3;PTGER4;NOTCH1;EPAS1;NOTCH4;LAMA4;LAMA3;ADCY4;CXCR4;PIK3R1;PTGS2;RASGRP2;DLL1;FOXO1;GNG10;PLCG2;HMOX1;WNT2;GSTM3;NQO1;JUN;JUP;GADD45B;FZD4;STAT1;WNT3A;ZBTB16;VEGFC;VEGFD;GNG11;IL6;CDK6;CXCL12;GSTA4;GSTA2;GNAQ;FGFR4;IL7R;GSTM5
Chemokine signaling pathway	34/192	1.06246864259246e-06	1.90619374112177e-05	0	0	2.79291246437919	38.4162748052159	CCL14;CX3CR1;CCL13;CXCL8;NCF1;CCL3L1;CCL3L3;ADCY4;CXCR4;ARRB1;PIK3R1;RASGRP2;CXCL14;CXCL2;GNG10;GRK5;CCL5;CCL4;PLCG2;RAC2;CCL3;CCL2;CCL18;CCL23;CCL21;PRKCB;STAT1;GNG11;FGR;HCK;CXCL12;GNAQ;ELMO1;DOCK2
Leukocyte transendothelial migration	24/114	1.79475932221696e-06	3.04111996264541e-05	0	0	3.44947442186405	45.6387529794249	ITGAM;NCF1;NCF2;PRKCB;NCF4;CYBB;CXCR4;PIK3R1;MMP9;ACTG1;CLDN11;CDH5;CLDN5;CLDN10;CLDN3;CXCL12;PLCG2;RAC2;PECAM1;CLDN18;ESAM;MYL9;JAM2;JAM3
Viral myocarditis	16/60	3.81475431274758e-06	6.12368455467375e-05	0	0	4.68926195755464	58.506206560819	CD86;HLA-DRB4;CAV1;PRF1;ACTG1;HLA-E;SGCA;RAC2;HLA-DPB1;HLA-DRA;HLA-DRB3;SGCG;CD55;HLA-DQA1;HLA-DPA1;HLA-DQB1
Graft-versus-host disease	13/42	5.09309552943558e-06	7.76697068238927e-05	0	0	5.77334420411491	70.3633527309932	CD86;HLA-DRB4;PRF1;GZMB;HLA-E;IL6;IL1B;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DPA1;HLA-DQB1
Asthma	11/31	6.14893805608151e-06	8.93060051002315e-05	0	0	7.07704861111111	84.9191422496989	IL10;FCER1G;HLA-DRB4;HLA-DPB1;FCER1A;HLA-DRA;HLA-DRB3;MS4A2;HLA-DQA1;HLA-DPA1;HLA-DQB1
Transcriptional misregulation in cancer	32/192	8.18585530109228e-06	0.000113485721219688	0	0	2.59182522903453	30.3583154935918	CD86;CDKN1A;SPI1;CXCL8;ITGAM;HPGD;FOXO1;LYL1;HHEX;CCND2;SIX4;TSPAN7;CD14;FCGR1A;H3-3B;GADD45B;JUP;IGFBP3;ZBTB16;LMO2;GZMB;DEFA1;ETV4;MMP9;TGFBR2;IL6;MEIS1;MAF;ID2;PPARG;NUPR1;BIRC3
Allograft rejection	12/38	9.3204957530346e-06	0.000123597878464155	0	0	5.94098465814936	68.8161763310372	CD86;IL10;HLA-DRB4;PRF1;HLA-DPB1;GZMB;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DPA1;HLA-E;HLA-DQB1
Chagas disease	21/102	1.12297874677929e-05	0.000142679907322894	0	0	3.34825174825175	38.1598266730168	IL10;C1QB;C1QA;JUN;CXCL8;CCL3L1;IFNGR1;CCL3L3;PIK3R1;FOS;TGFBR2;C3;IL6;PPP2R2B;GNAQ;IL1B;CCL5;CCL3;CCL2;CD247;C1QC
Inflammatory bowel disease	16/65	1.1695074370729e-05	0.000142679907322894	0	0	4.20962810211192	47.8059797828688	IL10;JUN;HLA-DRB4;IFNGR1;STAT1;RORA;IL6;MAF;IL1B;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQA1;IL18R1;HLA-DPA1;HLA-DQB1
ECM-receptor interaction	19/88	1.42453375424742e-05	0.000167108767325178	0	0	3.55355841632257	39.6544458321045	VWF;ITGB4;LAMC3;LAMA4;LAMA3;NPNT;THBS2;COMP;COL1A1;COL1A2;FRAS1;SPP1;COL4A5;COL6A6;CD36;CD47;ITGA5;AGRN;CD44
TNF signaling pathway	22/112	1.53981246085481e-05	0.00017394177798545	0	0	3.15759272218334	34.9901211944014	JUN;EDN1;TNFAIP3;VEGFC;VEGFD;PIK3R1;FOS;PTGS2;SELE;CXCL2;MMP9;SOCS3;IL6;CREB1;IL1B;IRF1;CCL5;CCL2;MAP3K8;JUNB;IL18R1;BIRC3
Fc gamma R-mediated phagocytosis	20/97	1.76272562202879e-05	0.000192011183828136	0	0	3.35284561699656	36.7004633929639	PLA2G4F;MARCKSL1;GSN;NCF1;PRKCB;PRKCE;ARPC1B;PLA2G4C;PIK3R1;GAB2;HCK;FCGR3B;FCGR2A;PLCG2;RAC2;PLPP3;FCGR1A;PLPP2;PLPP1;WASF3
Intestinal immune network for IgA production	13/48	2.55592255863638e-05	0.000268812544960033	0	0	4.78207828333002	50.568145276526	CD86;IL10;HLA-DRB4;TNFSF13;CXCR4;IL6;CXCL12;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DPA1;HLA-DQB1
Systemic lupus erythematosus	24/135	3.66170896249629e-05	0.00036996391499377	0	0	2.79368927441808	28.537523357893	CD86;IL10;C1QB;C1QA;HLA-DRB4;H2BC5;C1R;C8B;C2;C3;C6;FCGR3B;FCGR2A;C7;HLA-DPB1;HLA-DRA;CTSG;HLA-DRB3;FCGR1A;HLA-DQA1;H3-3B;HLA-DPA1;HLA-DQB1;C1QC
Type I diabetes mellitus	12/43	3.76028897206782e-05	0.00036996391499377	0	0	4.98141630612657	50.7528096234583	CD86;HLA-DRB4;IL1B;PRF1;HLA-DPB1;GZMB;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DPA1;HLA-E;HLA-DQB1
Th17 cell differentiation	20/107	7.71714862512529e-05	0.000735540728332254	0	0	2.965854598906	28.0851023442632	JUN;HLA-DRB4;IFNGR1;STAT1;RORA;FOS;TGFBR2;IL6;PPP3CC;IL1B;HLA-DPB1;HLA-DRA;CD247;IL6ST;HLA-DRB3;IL17D;HLA-DQA1;HLA-DPA1;JAK1;HLA-DQB1
Amoebiasis	19/102	0.000121116451903289	0.00111940963122737	0	0	2.95192501850979	26.6226975613646	IL10;CXCL8;ITGAM;PRKCB;LAMC3;LAMA4;LAMA3;PIK3R1;C8B;CXCL2;COL1A1;IL6;COL3A1;COL1A2;GNAQ;IL1B;COL4A5;CTSG;CD14
African trypanosomiasis	10/37	0.000222519476037561	0.00196642983871283	0	0	4.76058292852186	40.0388633325528	IL10;IL6;PRKCB;LAMA4;GNAQ;IL1B;HBB;HBA2;HBA1;SELE
Vascular smooth muscle contraction	22/133	0.000225655883130981	0.00196642983871283	0	0	2.5572976755622	21.4723482964464	PPP1R14A;EDN1;PLA2G4F;RAMP2;PLA2G2D;PRKCH;CALCRL;RAMP3;PRKCB;PLA2G1B;PRKCE;PLA2G4C;ADCY4;ADM;ACTG2;MYLK;EDNRA;GNAQ;AGTR1;MYH11;MYL9;MYH10
Neutrophil extracellular trap formation	28/189	0.000240019340464537	0.00203349719004677	0	0	2.24730361453146	18.7308060588729	ITGAM;NCF1;NCF2;AQP9;NCF4;C5AR1;FPR1;FPR2;PIK3R1;AGER;ACTG1;C3;FCGR3B;PLCG2;CASP1;RAC2;CTSG;FCGR1A;CAMP;H3-3B;VWF;H2BC5;PRKCB;CYBB;SELP;FCGR2A;TLR8;PADI4
Human T-cell leukemia virus 1 infection	31/219	0.000264035874346143	0.00217651193717766	0	0	2.13212091699131	17.5674516153825	CDKN1A;SPI1;ADCY4;SLC2A1;PIK3R1;ETS1;ETS2;CDC20;CCNB2;ZFP36;PPP3CC;CCND2;PTTG1;TSPO;HLA-DQA1;HLA-DPA1;JAK1;EGR1;EGR2;JUN;HLA-DRB4;FOS;HLA-E;TGFBR2;IL6;CREB1;CANX;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQB1
Focal adhesion	29/201	0.000296677553717369	0.0023385091238339	0	0	2.17893647990057	17.6992061870505	ITGB4;LAMC3;LAMA4;LAMA3;PIK3R1;THBS2;MYLK;ACTG1;COMP;CCND2;RAC2;SPP1;FLNC;PDGFRA;JUN;VWF;PRKCB;CAV2;CAV1;VEGFC;VEGFD;COL1A1;COL1A2;ZYX;COL4A5;COL6A6;ITGA5;MYL9;BIRC3
Th1 and Th2 cell differentiation	17/92	0.000299022478129581	0.0023385091238339	0	0	2.92011157601116	23.6966815227652	JUN;NOTCH1;HLA-DRB4;IFNGR1;STAT1;FOS;DLL1;PPP3CC;MAF;HLA-DPB1;HLA-DRA;CD247;HLA-DRB3;HLA-DQA1;HLA-DPA1;JAK1;HLA-DQB1
Autoimmune thyroid disease	12/53	0.000332589410074693	0.00253599425181954	0	0	3.76440278648791	30.1476030505058	CD86;IL10;HLA-DRB4;PRF1;HLA-DPB1;GZMB;HLA-DRA;HLA-DRB3;HLA-DQA1;HLA-DPA1;HLA-E;HLA-DQB1
Arachidonic acid metabolism	13/61	0.000359430152460542	0.00267380967074306	0	0	3.48448365785814	27.6354074515724	GPX2;PLA2G4F;PLA2G2D;PTGIS;GPX3;PLA2G1B;PLA2G4C;LTC4S;PTGS2;PTGS1;ALOX5;TBXAS1;PTGDS
Protein digestion and absorption	18/103	0.000411051803738321	0.00298501905095686	0	0	2.72855794097122	21.2739968382261	CPA3;COL17A1;KCNK5;CPB2;COL13A1;MME;COL11A1;SLC1A1;ATP1B3;SLC3A2;COL1A1;COL3A1;COL1A2;SLC7A7;COL5A2;COL4A5;COL10A1;COL6A6
Lipid and atherosclerosis	30/215	0.000421387601482068	0.00298891205702397	0	0	2.0956692089697	16.287451982652	ERO1A;CXCL8;NCF1;CCL3L1;NCF2;CCL3L3;NCF4;PIK3R1;AGER;CXCL2;PPP3CC;CCL5;CASP1;CCL3;OLR1;NLRP3;CCL2;CD14;CD36;LDLR;JUN;CYBB;FOS;SELE;MMP9;SELP;IL6;IL1B;PPARG;ABCG1
Influenza A	25/172	0.000671900592333293	0.00465749274231033	0	0	2.19466468214214	16.0329037122963	CXCL8;TMPRSS4;PIK3R1;ACTG1;SOCS3;CCL5;CASP1;NLRP3;CCL2;TPSAB1;HLA-DQA1;HLA-DPA1;JAK1;IL33;HLA-DRB4;PRKCB;IFNGR1;STAT1;IL6;CDK6;IL1B;HLA-DPB1;HLA-DRA;HLA-DRB3;HLA-DQB1
Kaposi sarcoma-associated herpesvirus infection	27/193	0.000765894142509302	0.00519106029922972	0	0	2.09972333152836	15.0643948964482	CD86;CDKN1A;CXCL8;PIK3R1;PTGS2;CXCL2;C3;GNG10;ZFP36;PPP3CC;UBB;PLCG2;JAK1;GABARAPL2;GABARAPL1;JUN;IFNGR1;STAT1;FOS;GNG11;HLA-E;HCK;RCAN1;IL6;CDK6;CREB1;IL6ST
HIF-1 signaling pathway	18/109	0.000826092431527153	0.00547735199164742	0	0	2.54782481998114	18.0865087383528	CDKN1A;EDN1;TFRC;ANGPT1;PRKCB;IFNGR1;SLC2A1;CYBB;PIK3R1;HK3;IL6;HKDC1;PLCG2;HMOX1;TIMP1;TEK;GAPDH;PFKP
Tyrosine metabolism	9/36	0.000851257100746083	0.00552411522824585	0	0	4.28155339805825	30.2654290709872	AOC3;ALDH3B2;MAOB;ADH1B;MAOA;ADH1A;AOX1;COMT;ADH5
Pathogenic Escherichia coli infection	27/197	0.00104935102578014	0.00666775130964464	0	0	2.04987194315929	14.0612675054187	CXCL8;ARPC1B;BRK1;ACTG1;TUBA1B;TUBB6;BAIAP2L1;TUBA1A;TUBB3;CASP1;NLRP3;MYH11;MYH10;WASF3;JUN;FOS;CLDN11;CLDN5;CLDN10;TUBB2B;IL6;CLDN3;FCGR2A;IL1B;CLDN18;HCLS1;GAPDH
Toll-like receptor signaling pathway	17/104	0.00127853909223513	0.00795825353330031	0	0	2.5157023998461	16.7597029393503	CD86;JUN;CXCL8;CCL3L1;STAT1;CCL3L3;PIK3R1;FOS;IL6;IL1B;CCL5;CCL4;CCL3;SPP1;TLR8;MAP3K8;CD14
JAK-STAT signaling pathway	23/162	0.0014877185164785	0.00905678915176732	0	0	2.13323458879955	13.888448385506	IL10;PDGFRA;CDKN1A;CSF3R;IL11RA;IFNGR1;STAT1;FHL1;LIFR;PIK3R1;SOCS2;GHR;SOCS3;IL6;CCND2;LEP;LEPR;AOX1;IL6ST;IL7R;IL17D;MCL1;JAK1
Platelet activation	19/124	0.00151441392373814	0.00905678915176732	0	0	2.33064644852354	15.1322505734798	PLA2G4F;FCER1G;VWF;SNAP23;PLA2G4C;ADCY4;PIK3R1;RASGRP2;ACTG1;MYLK;PTGS1;COL1A1;COL3A1;COL1A2;FCGR2A;GNAQ;TBXAS1;BTK;PLCG2
Drug metabolism	17/108	0.00194971364732207	0.0114358204314083	0	0	2.40460097782274	15.004885071723	GSTM3;MAOB;MAOA;GSTO1;ADH1B;ADH1A;FMO2;FMO3;ADH5;NME1;ALDH3B2;GSTA4;GSTA2;AOX1;TK1;CES1;GSTM5
Ether lipid metabolism	10/49	0.00236887134789039	0.0134519932942744	0	0	3.29365291197352	19.9112571682125	PLA2G4F;PLA2G2D;PLA2G1B;PLA2G4C;ENPP2;CHPT1;PLPP3;PAFAH1B3;PLPP2;PLPP1
PPAR signaling pathway	13/74	0.00238166438652728	0.0134519932942744	0	0	2.73996215143984	16.549250051747	SCD5;LPL;DBI;ACSL4;CYP27A1;FABP4;ACADL;FABP5;SCD;OLR1;PLIN2;PPARG;CD36
Tuberculosis	24/180	0.002796635287125	0.0155086138649659	0	0	1.98296587785025	11.6585271689321	IL10;CD74;HLA-DRB4;ITGAM;FCER1G;IFNGR1;STAT1;C3;IL6;FCGR3B;PPP3CC;CREB1;FCGR2A;IL1B;HLA-DPB1;HLA-DRA;CD14;HLA-DRB3;FCGR1A;HLA-DQA1;CAMP;HLA-DPA1;JAK1;HLA-DQB1
Toxoplasmosis	17/112	0.00289415724158119	0.0157628206907547	0	0	2.30285546502239	13.4603314009279	IL10;HLA-DRB4;LAMC3;IFNGR1;STAT1;LAMA4;LAMA3;ALOX5;HLA-DPB1;HLA-DRA;HLA-DRB3;LDLR;HLA-DQA1;HLA-DPA1;JAK1;BIRC3;HLA-DQB1
IL-17 signaling pathway	15/94	0.00305690420049057	0.016319754148282	0	0	2.44217411233736	14.141049158303	JUN;CXCL8;TNFAIP3;FOS;PTGS2;CXCL2;MMP9;IL6;IL1B;LCN2;CCL2;FOSB;IL17D;S100A9;S100A8
Ovarian steroidogenesis	10/51	0.0032282872169792	0.016319754148282	0	0	3.13264839796212	17.9682558200186	PLA2G4F;ALOX5;PLA2G4C;ACOT2;ADCY4;ACOT1;HSD17B7;PTGS2;LDLR;BMP6
Thiamine metabolism	5/15	0.00323840786844632	0.016319754148282	0	0	6.41044260027663	36.7489742164701	NFS1;ALPP;AK1;ALPL;AK4
C-type lectin receptor signaling pathway	16/104	0.00330305062660635	0.016319754148282	0	0	2.33905606588533	13.362813994721	IL10;EGR2;JUN;FCER1G;STAT1;PIK3R1;PTGS2;IL6;PPP3CC;RRAS;IL1B;IRF1;PLCG2;CASP1;NLRP3;IL17D
