Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
GnRH secretion	7/64	0.180393249974227	0.327499650250829	0	0	1.57267823297857	2.6933940446946	PRKCB;GPER1;GNAQ;KISS1R;SPP1;ARRB1;PIK3R1
MicroRNAs in cancer	27/310	0.186147199565738	0.335946129393787	0	0	1.22380096875372	2.05747563301804	CDKN1A;ABCB1;NOTCH1;BMPR2;CDCA5;NOTCH4;PIK3R1;PTGS2;CCND2;PLCG2;HMOX1;TIMP3;SOX4;MCL1;PDGFRA;ST14;PRKCB;WNT3A;PRKCE;MMP9;ZEB2;HNRNPK;CDK6;ITGA5;VIM;RECK;CD44
Cortisol synthesis and secretion	7/65	0.190448688158089	0.341687352283631	0	0	1.54547951093705	2.56298068037561	CREB1;GNAQ;AGTR1;ADCY4;PDE8B;LDLR;KCNK3
Melanogenesis	10/101	0.196612704833487	0.350683479381365	0	0	1.40760003355423	2.28948883324508	EDN1;EDNRB;CREB1;PRKCB;FZD4;WNT3A;GNAQ;KIT;ADCY4;WNT2
Hepatitis B	15/162	0.197817618375847	0.350781241887404	0	0	1.30762890114263	2.11889467583479	EGR2;JUN;CDKN1A;CXCL8;PRKCB;YWHAB;STAT1;PIK3R1;FOS;MMP9;TGFBR2;IL6;CREB1;BIRC5;JAK1
Pancreatic secretion	10/102	0.204878230283742	0.361201504257464	0	0	1.39222460248016	2.20714862030377	CPA3;CPB2;PLA2G2D;PRKCB;CA2;PLA2G1B;GNAQ;ADCY4;ATP2A2;ATP1B3
Neuroactive ligand-receptor interaction	29/341	0.210980136081719	0.369821502901863	0	0	1.19205750297522	1.85483109387144	PTGER4;VIPR1;CALCRL;CHRNA5;C5AR1;FPR1;ADM;FPR2;PTH1R;ADRB2;C3;GHR;EDNRA;HRH1;EDNRB;KISS1R;LEPR;S1PR1;TSPO;CTSG;S1PR4;P2RY13;EDN1;GZMA;SSTR2;LEP;NMU;AGTR1;APLNR
SNARE interactions in vesicular transport	4/33	0.214964666788827	0.374652704974813	0	0	1.7653647260682	2.71386271928327	SNAP23;STX2;STX11;STX1A
cAMP signaling pathway	19/216	0.222761300567555	0.38603520836991	0	0	1.23602642996909	1.85608462825148	JUN;EDN1;HHIP;PDE4D;ADCY4;ATP2A2;ARAP3;ATP1B3;PIK3R1;FOS;ADRB2;SSTR2;EDNRA;CREB1;RRAS;FXYD1;RAC2;PDE4B;MYL9
Salivary secretion	9/93	0.232127542716025	0.399993788295975	0	0	1.37197840301169	2.00373097313874	CST1;DMBT1;PRKCB;GNAQ;ADCY4;ATP1B3;ADRB2;LYZ;CAMP
TGF-beta signaling pathway	9/94	0.241544430228741	0.413882310223405	0	0	1.35576405319409	1.92613649407397	BMPR2;ID2;ID1;ID3;SMAD6;NBL1;DCN;BMP6;TGFBR2
Prolactin signaling pathway	7/70	0.243795357941408	0.41540549816832	0	0	1.42243767313019	2.00766566111135	SOCS2;SOCS3;CCND2;STAT1;IRF1;FOS;PIK3R1
Glucagon signaling pathway	10/107	0.248242263122037	0.418527997176011	0	0	1.32010273507086	1.83936533364817	PPP3CC;CREB1;PKM;GNAQ;SLC2A1;SIK1;ACACB;FBP1;FOXO1;PFKP
Hepatitis C	14/157	0.249269526985694	0.418527997176011	0	0	1.2539916590021	1.74207095743186	CDKN1A;YWHAB;STAT1;PIK3R1;CLDN11;CLDN5;SOCS3;CLDN10;CLDN3;CDK6;PPP2R2B;CLDN18;LDLR;JAK1
Dopaminergic synapse	12/132	0.249744575364046	0.418527997176011	0	0	1.28068102849201	1.77671002702015	GNG10;PPP3CC;CREB1;MAOB;PRKCB;MAOA;PPP2R2B;GNAQ;ARRB1;FOS;COMT;GNG11
Carbohydrate digestion and absorption	5/47	0.253184449206063	0.421974082010105	0	0	1.52366133175262	2.09295759239917	HK3;PRKCB;HKDC1;ATP1B3;PIK3R1
Notch signaling pathway	6/59	0.255231559856093	0.423074053022327	0	0	1.44905660377358	1.97880861175782	NOTCH1;APH1B;HEY1;MFNG;NOTCH4;DLL1
Thyroid cancer	4/37	0.279595321121551	0.456679998440445	0	0	1.55104605139159	1.97667170501957	CDKN1A;GADD45B;CDH1;PPARG
Glycerophospholipid metabolism	9/98	0.28043800949715	0.456679998440445	0	0	1.29455032804002	1.6458946250081	PLA2G4F;PLA2G2D;PLA2G1B;PLA2G4C;CHPT1;PNPLA6;PLPP3;PLPP2;PLPP1
Cocaine addiction	5/49	0.28149455641575	0.456679998440445	0	0	1.45424682509745	1.84346460016081	JUN;CREB1;MAOB;MAOA;FOSB
Sphingolipid metabolism	5/49	0.28149455641575	0.456679998440445	0	0	1.45424682509745	1.84346460016081	ASAH1;SPTLC1;PLPP3;PLPP2;PLPP1
Chemical carcinogenesis	20/239	0.285505732800575	0.460736764572356	0	0	1.16979217521993	1.46632650222172	GSTM3;JUN;PRKCB;GSTO1;ADCY4;ARRB1;PIK3R1;FOS;ADRB2;PTGS2;KLF4;DLL1;HSD11B1;CREB1;GSTA4;GSTA2;BIRC5;SULT1A3;SULT1A2;GSTM5
Calcium signaling pathway	20/240	0.291872806082691	0.468532662395899	0	0	1.16441140969443	1.43389948783322	PDGFRA;PRKCB;TNNC1;ADCY4;CXCR4;VEGFC;ATP2A2;VEGFD;ADRB2;MYLK;EDNRA;HRH1;EDNRB;PPP3CC;GNAQ;ITPKA;AGTR1;PLCG2;CASQ2;FGFR4
Glioma	7/75	0.301136363464833	0.480872203438608	0	0	1.31749022323611	1.5812413341137	PDGFRA;CDKN1A;CDK6;GADD45B;PRKCB;PLCG2;PIK3R1
Viral carcinogenesis	17/203	0.304678743701088	0.483994879316833	0	0	1.17038961623251	1.39100496534777	EGR2;JUN;CDKN1A;GSN;H2BC5;YWHAB;PIK3R1;HLA-E;CDC20;C3;HNRNPK;CCND2;CDK6;CREB1;PKM;IL6ST;JAK1
Fatty acid elongation	3/27	0.311606667459398	0.492435407124956	0	0	1.5991885359116	1.86467553021458	HACD1;ACOT2;ACOT1
Glutamatergic synapse	10/114	0.313538415764318	0.492934107258334	0	0	1.23078257620242	1.42750272536292	GNG10;PLA2G4F;PPP3CC;PRKCB;GNAQ;SLC1A1;PLA2G4C;ADCY4;GNG11;SHANK3
PD-L1 expression and PD-1 checkpoint pathway in cancer	8/89	0.317638455230533	0.49583005250882	0	0	1.26403326403326	1.44964577453805	JUN;PPP3CC;IFNGR1;STAT1;FOS;PIK3R1;CD247;JAK1
Wnt signaling pathway	14/166	0.318631771448291	0.49583005250882	0	0	1.17916529319122	1.34863394383959	JUN;PRKCB;FZD4;WNT3A;PRICKLE2;AXIN2;NKD2;SFRP1;CCND2;PPP3CC;SOX17;WIF1;RAC2;WNT2
Longevity regulating pathway	9/102	0.320911845039488	0.496843211863167	0	0	1.23860229967339	1.40778152575693	KL;CREB1;SESN1;CAT;ADCY4;PPARG;PIK3R1;CRYAB;FOXO1
Cushing syndrome	13/155	0.334755754419693	0.515659116656597	0	0	1.171869184509	1.28243985183795	CDKN1A;FZD4;WNT3A;ADCY4;AXIN2;CDK6;CREB1;GNAQ;AGTR1;PDE8B;WNT2;LDLR;KCNK3
Endocrine and other factor-regulated calcium reabsorption	5/53	0.339625715478041	0.52053187548142	0	0	1.3327714384509	1.43927467623303	KL;PRKCB;GNAQ;ATP1B3;PTH1R
Primary bile acid biosynthesis	2/17	0.352490770532838	0.537548425062578	0	0	1.70545203588682	1.77832743388861	CYP27A1;CH25H
GnRH signaling pathway	8/93	0.362038900039264	0.549027142223457	0	0	1.20428845134727	1.22356141917756	EGR1;PLA2G4F;JUN;PRKCB;GNAQ;PLA2G4C;ADCY4;HBEGF
Phosphonate and phosphinate metabolism	1/6	0.363617976161109	0.549027142223457	0	0	2.55779310344828	2.58759517483613	CHPT1
Mitophagy	6/68	0.371778071658152	0.557225150485095	0	0	1.23810693157718	1.22505503648598	GABARAPL2;GABARAPL1;JUN;RRAS;UBB;CITED2
beta-Alanine metabolism	3/30	0.372701412127735	0.557225150485095	0	0	1.42127071823204	1.40276248123706	AOC3;ALDH3B2;ALDH2
Fatty acid biosynthesis	2/18	0.379318558244118	0.564352001290029	0	0	1.59877501725328	1.54981877375951	ACSL4;ACACB
Hedgehog signaling pathway	5/56	0.383805799738394	0.567297394050723	0	0	1.2541697176796	1.20101622934923	CCND2;MGRN1;HHIP;GAS1;ARRB1
Renal cell carcinoma	6/69	0.38501823137213	0.567297394050723	0	0	1.21838853188334	1.16290871249684	CDKN1A;JUN;EPAS1;SLC2A1;PIK3R1;ETS1
Glycosaminoglycan degradation	2/19	0.405664590166692	0.594844711542505	0	0	1.50464823610604	1.35753666163931	HYAL1;HYAL2
Endometrial cancer	5/58	0.413209721752553	0.601379651309131	0	0	1.20671207494976	1.06649214880056	CDKN1A;GADD45B;CDH1;AXIN2;PIK3R1
Glycosphingolipid biosynthesis	4/45	0.414064677950549	0.601379651309131	0	0	1.24786353599542	1.10028257202226	B3GALNT1;FUT2;FUT3;ST6GALNAC6
Melanoma	6/72	0.424676833967567	0.610973746981641	0	0	1.16281849638251	0.995868912169831	PDGFRA;CDKN1A;CDK6;GADD45B;CDH1;PIK3R1
Non-small cell lung cancer	6/72	0.424676833967567	0.610973746981641	0	0	1.16281849638251	0.995868912169831	CDKN1A;CDK6;GADD45B;PRKCB;PLCG2;PIK3R1
Steroid biosynthesis	2/20	0.431457561550762	0.617814818183016	0	0	1.42097998619738	1.19445605927511	MSMO1;HSD17B7
Insulin secretion	7/86	0.433527688521346	0.617878247658928	0	0	1.13336722886497	0.947267891022555	CREB1;PRKCB;GNAQ;SLC2A1;ADCY4;ATP1B3;STX1A
Cholinergic synapse	9/113	0.436133568624041	0.618701108978291	0	0	1.10693614637789	0.918543066704852	GNG10;CREB1;PRKCB;GNAQ;KCNQ3;ADCY4;PIK3R1;FOS;GNG11
Cardiac muscle contraction	7/87	0.445575488589835	0.629169092684721	0	0	1.11913954293629	0.90469964779852	TNNC1;COX4I2;CASQ2;ATP2A2;CACNA2D2;ATP1B3;COX7A1
Non-alcoholic fatty liver disease	12/155	0.451130630269175	0.630382220006759	0	0	1.07335610879739	0.854389676097069	SOCS3;JUN;IL6;CXCL8;IL1B;LEP;COX4I2;LEPR;PPARG;PIK3R1;FOS;COX7A1
Riboflavin metabolism	1/8	0.452635102234362	0.630382220006759	0	0	1.82679802955665	1.44804615255044	ACP5
Sulfur relay system	1/8	0.452635102234362	0.630382220006759	0	0	1.82679802955665	1.44804615255044	NFS1
Pantothenate and CoA biosynthesis	2/21	0.456639034875829	0.633067752896036	0	0	1.34611892048963	1.05517154763723	ALDH2;VNN2
Amino sugar and nucleotide sugar metabolism	4/48	0.463582921102089	0.639786384326413	0	0	1.16259345354024	0.893766978489546	HK3;GALE;HKDC1;GFPT1
Protein processing in endoplasmic reticulum	13/171	0.472253971765456	0.64881739364173	0	0	1.05228341050334	0.789463382606388	ERO1A;PPP1R15A;WFS1;RRBP1;UBE2G2;PDIA4;HERPUD1;CANX;MAN1C1;HYOU1;CRYAB;UGGT1;MARCHF6
Chronic myeloid leukemia	6/76	0.476890417789645	0.65224922612485	0	0	1.09613445378151	0.811653085851627	CDKN1A;CDK6;GADD45B;GAB2;PIK3R1;TGFBR2
Terpenoid backbone biosynthesis	2/22	0.481161950091092	0.655153548115103	0	0	1.27874396135266	0.935466898046123	FNTA;ACAT1
Pathways of neurodegeneration	35/475	0.487506068497902	0.660841559519378	0	0	1.01729423472008	0.730877627290167	DNAH2;LRRK2;COX4I2;ATP2A2;UBE2L6;PTGS2;AGER;COX7A1;TUBA1B;TUBB6;TUBA1A;PPP3CC;UBB;TUBB3;IFT57;WNT2;SNCA;GABARAPL2;PRNP;GABARAPL1;GPX2;PRKCB;FZD4;GPX3;ATP5PB;WNT3A;CYBB;UBE2G2;AXIN2;TUBB2B;IL6;IL1B;GNAQ;CAT;STX1A
Vibrio cholerae infection	4/50	0.495759290985365	0.669055680312107	0	0	1.11192572338572	0.780199107497262	ERO1A;PLCG2;ACTG1;PDIA4
Gastric cancer	11/149	0.521294093105849	0.700333117584171	0	0	1.01912741545894	0.663901299448746	CDKN1A;ABCB1;GADD45B;JUP;CDH1;FZD4;WNT3A;PIK3R1;AXIN2;WNT2;TGFBR2
Primary immunodeficiency	3/38	0.527258261575623	0.700333117584171	0	0	1.09593528018942	0.701469585587376	DCLRE1C;BTK;IL7R
Vitamin digestion and absorption	2/24	0.528092841030957	0.700333117584171	0	0	1.16236903193425	0.742153070550848	LMBRD1;SLC19A3
Synthesis and degradation of ketone bodies	1/10	0.52920785514407	0.700333117584171	0	0	1.42068965517241	0.904089963479124	ACAT1
Adrenergic signaling in cardiomyocytes	11/150	0.530416230039159	0.700333117584171	0	0	1.01174060751399	0.641537880826655	CREB1;PPP2R2B;GNAQ;TNNC1;AGTR1;ADCY4;CACNA2D2;ATP2A2;ATP1B3;ADRB2;SCN4B
Estrogen signaling pathway	10/137	0.539320078259636	0.705976926477206	0	0	1.0066281617643	0.621538579389257	JUN;CREB1;GNAQ;GPER1;ADCY4;TFF1;PIK3R1;FOS;MMP9;HBEGF
Insulin signaling pathway	10/137	0.539320078259636	0.705976926477206	0	0	1.0066281617643	0.621538579389257	SOCS2;SOCS3;HK3;INPP5A;PPP1R3C;HKDC1;PIK3R1;ACACB;FBP1;FOXO1
Measles	10/139	0.558136956988444	0.72502595992448	0	0	0.99091393250811	0.577852355612844	JUN;IL6;CCND2;CDK6;STAT1;IL1B;TNFAIP3;PIK3R1;FOS;JAK1
Circadian entrainment	7/97	0.562015964078997	0.72502595992448	0	0	0.994252077562327	0.572912926914741	GNG10;CREB1;PRKCB;GNAQ;ADCY4;FOS;GNG11
Taurine and hypotaurine metabolism	1/11	0.563380827875743	0.72502595992448	0	0	1.27855172413793	0.73363228051586	CDO1
Ubiquinone and other terpenoid-quinone biosynthesis	1/11	0.563380827875743	0.72502595992448	0	0	1.27855172413793	0.73363228051586	NQO1
Ubiquitin mediated proteolysis	10/140	0.567430129017675	0.727168862816768	0	0	0.983238135909892	0.557139754470527	CDC20;SOCS3;UBB;UBE2C;MGRN1;UBE2E2;NEDD4L;UBE2L6;UBE2G2;BIRC3
Maturity onset diabetes of the young	2/26	0.572053599378373	0.730026559876166	0	0	1.06538992408558	0.595044336335432	HHEX;FOXA3
Human immunodeficiency virus 1 infection	15/212	0.578713228567433	0.735448061304446	0	0	0.973092204799005	0.532231041090774	JUN;PRKCB;CXCR4;PIK3R1;FOS;GNG11;HLA-E;CCNB2;GNG10;PPP3CC;GNAQ;AP1S2;PLCG2;RAC2;CD247
ErbB signaling pathway	6/85	0.587978493023766	0.744122159220949	0	0	0.970785335727739	0.515550025241552	CDKN1A;JUN;PRKCB;PLCG2;PIK3R1;HBEGF
Alzheimer disease	26/369	0.591387449616071	0.745343686499593	0	0	0.96845378753005	0.50871317596591	COX4I2;LPL;ATP2A2;PIK3R1;PTGS2;AGER;COX7A1;TUBA1B;TUBB6;APH1B;PPP3CC;TUBA1A;TUBB3;WNT2;SNCA;MME;FZD4;ATP5PB;WNT3A;CYBB;AXIN2;TUBB2B;IL6;IL1B;GNAQ;GAPDH
Non-homologous end-joining	1/13	0.624469759340134	0.783799492175888	0	0	1.06534482758621	0.501620141606462	DCLRE1C
Vasopressin-regulated water reabsorption	3/44	0.628143336670326	0.785179170837907	0	0	0.935251313839105	0.43487960488928	DYNC2LI1;CREB1;AQP4
GABAergic synapse	6/89	0.633228783754673	0.788305220592553	0	0	0.923800391878934	0.422106103189781	GABARAPL2;GABARAPL1;GNG10;PRKCB;ADCY4;GNG11
T cell receptor signaling pathway	7/104	0.636456670765968	0.789102782860245	0	0	0.922152097552617	0.416664223981563	IL10;JUN;PPP3CC;MAP3K8;PIK3R1;FOS;CD247
Long-term depression	4/60	0.641685564693171	0.792364766119098	0	0	0.912873926350084	0.405002788770654	PLA2G4F;PRKCB;GNAQ;PLA2G4C
Ascorbate and aldarate metabolism	2/30	0.650797206375702	0.793972591778357	0	0	0.912994183180519	0.392183221516663	KL;ALDH2
Glyoxylate and dicarboxylate metabolism	2/30	0.650797206375702	0.793972591778357	0	0	0.912994183180519	0.392183221516663	CAT;ACAT1
Pentose phosphate pathway	2/30	0.650797206375702	0.793972591778357	0	0	0.912994183180519	0.392183221516663	FBP1;PFKP
Steroid hormone biosynthesis	4/61	0.654656242550841	0.79549862142632	0	0	0.896810097115629	0.379929115069106	HSD11B1;HSD17B6;COMT;HSD17B7
Circadian rhythm	2/31	0.668584603462558	0.80919961927016	0	0	0.881464029889817	0.354870660501179	CREB1;RORA
Other types of O-glycan biosynthesis	3/47	0.672666011474921	0.810921476283996	0	0	0.871342918131592	0.345492992014271	POFUT1;GALNT18;MFNG
Valine, leucine and isoleucine degradation	3/48	0.686604870830711	0.824466478753412	0	0	0.851933701657459	0.320323922950307	ALDH2;AOX1;ACAT1
Cysteine and methionine metabolism	3/50	0.713136821527874	0.848277110981492	0	0	0.815593041025038	0.275737311347346	PSAT1;APIP;CDO1
Prostate cancer	6/97	0.71436156339281	0.848277110981492	0	0	0.842222137723868	0.283294936644011	PDGFRA;CDKN1A;CREB1;PIK3R1;MMP9;FOXO1
Pentose and glucuronate interconversions	2/34	0.717558998797458	0.848277110981492	0	0	0.798697377501725	0.265087744605996	KL;AKR1B10
Propanoate metabolism	2/34	0.717558998797458	0.848277110981492	0	0	0.798697377501725	0.265087744605996	ACACB;ACAT1
Parkinson disease	16/249	0.728924047793292	0.858385461687081	0	0	0.876481583945208	0.277130977551524	MAOB;MAOA;DUSP1;ATP5PB;LRRK2;COX4I2;UBE2L6;UBE2G2;COX7A1;TUBA1B;TUBB2B;TUBB6;TUBA1A;UBB;TUBB3;SNCA
Herpes simplex virus 1 infection	33/498	0.732605910937722	0.859403087830789	0	0	0.905063924655353	0.281608250997649	ZNF331;PIK3R1;ZNF25;C3;SOCS3;CCL5;ZNF549;ZNF669;CCL2;ZNF786;HLA-DQA1;ZNF223;HLA-DPA1;JAK1;ZNF682;CD74;HLA-DRB4;TNFSF14;IFNGR1;STAT1;PILRA;ZNF14;HLA-E;SRPK1;IL6;IL1B;HLA-DPB1;HLA-DRA;ITGA5;HLA-DRB3;ZNF577;HLA-DQB1;BIRC3
DNA replication	2/36	0.746711679454441	0.865958411534617	0	0	0.751633986928105	0.219534353320126	MCM4;MCM2
Mucin type O-glycan biosynthesis	2/36	0.746711679454441	0.865958411534617	0	0	0.751633986928105	0.219534353320126	GALNT18;GCNT3
Starch and sucrose metabolism	2/36	0.746711679454441	0.865958411534617	0	0	0.751633986928105	0.219534353320126	HK3;HKDC1
Glycosaminoglycan biosynthesis	3/53	0.749629868552469	0.86604965874433	0	0	0.766533149171271	0.220896229030937	NDST1;CHST7;CHPF
Alanine, aspartate and glutamate metabolism	2/37	0.760294059593284	0.875055427079063	0	0	0.730119294094449	0.200089192560253	GPT2;GFPT1
Arginine biosynthesis	1/22	0.809453525708078	0.928132802033698	0	0	0.608472906403941	0.128628689004961	GPT2
Synaptic vesicle cycle	4/78	0.826632760998198	0.943641465612466	0	0	0.690151104802107	0.131401143095336	SLC1A1;STX2;STX1A;SLC6A4
Porphyrin and chlorophyll metabolism	2/43	0.829166927161117	0.943641465612466	0	0	0.623070578531872	0.116722169457937	ALAS2;HMOX1
Oocyte meiosis	7/129	0.834930609717388	0.946668535181425	0	0	0.732193133826802	0.132092517543114	CDC20;CCNB2;PPP3CC;PTTG1;YWHAB;ADCY4;AURKA
Phosphatidylinositol signaling system	5/97	0.841187925565024	0.950230804804935	0	0	0.693705273919057	0.119969521236315	INPP5A;PRKCB;ITPKA;PLCG2;PIK3R1
Collecting duct acid secretion	1/27	0.869307381751341	0.974671113180154	0	0	0.49132625994695	0.0688144176665409	CA2
Neurotrophin signaling pathway	6/119	0.870510605213512	0.974671113180154	0	0	0.67744128364516	0.0939443982727786	JUN;MATK;PLCG2;IRAK3;PIK3R1;SH2B3
Long-term potentiation	3/67	0.873224565967551	0.974671113180154	0	0	0.598400811464088	0.0811207228316885	PPP3CC;PRKCB;GNAQ
mTOR signaling pathway	8/154	0.877940483466427	0.974671113180154	0	0	0.698810507029685	0.0909686878896579	SLC7A5;PRKCB;FZD4;WNT3A;SLC3A2;PIK3R1;SGK1;WNT2
Butanoate metabolism	1/28	0.878801823359155	0.974671113180154	0	0	0.473103448275862	0.061123008593656	ACAT1
N-Glycan biosynthesis	2/50	0.886614981128504	0.979773801609397	0	0	0.532004830917874	0.0640238338462241	MAN1C1;MGAT3
Citrate cycle (TCA cycle)	1/30	0.895772776821402	0.986320205525371	0	0	0.440428061831153	0.0484772541267531	PC
Huntington disease	17/306	0.901250791059439	0.987528441362366	0	0	0.749036016080072	0.0778785574265117	GPX2;DNAH2;ATP5PB;GPX3;COX4I2;COX7A1;TUBA1B;TUBB2B;TUBB6;TUBA1A;CREB1;TUBB3;GNAQ;PPARG;IFT57;STX1A;TGM2
RNA polymerase	1/31	0.903345688983935	0.987528441362366	0	0	0.425724137931034	0.0432748484152504	POLR3H
Inositol phosphate metabolism	3/73	0.907082588288785	0.988072105100283	0	0	0.546931728492502	0.0533377537674831	INPP5A;ITPKA;PLCG2
Base excision repair	1/33	0.916881744902007	0.990264632947224	0	0	0.399073275862069	0.034630291352769	MBD4
Retrograde endocannabinoid signaling	7/148	0.918745624079953	0.990264632947224	0	0	0.632875582012141	0.0536336686131347	GNG10;PRKCB;GNAQ;ADCY4;PTGS2;GNG11;MGLL
Pyrimidine metabolism	2/56	0.921015876969136	0.990264632947224	0	0	0.472739820565908	0.0388960888655092	TK1;NME1
Nicotinate and nicotinamide metabolism	1/35	0.928523206675826	0.990264632947224	0	0	0.375557809330629	0.0278513313772359	AOX1
Alcoholism	9/186	0.929271062034034	0.990264632947224	0	0	0.647829050988505	0.0475213733422376	GNG10;CREB1;MAOB;H2BC5;MAOA;PKIA;FOSB;GNG11;H3-3B
RNA degradation	3/79	0.932532735992964	0.990264632947224	0	0	0.503589342832219	0.0351762304957189	BTG2;BTG1;PFKP
Progesterone-mediated oocyte maturation	4/100	0.938015967889386	0.990264632947224	0	0	0.53135798203179	0.0340006975666831	CCNB2;ADCY4;PIK3R1;AURKA
Autophagy	6/137	0.938229483569106	0.990264632947224	0	0	0.583787210438733	0.0372226858038563	GABARAPL2;GABARAPL1;RRAS;CTSL;DAPK2;PIK3R1
Peroxisome	3/82	0.942691486745473	0.990264632947224	0	0	0.484387020071334	0.0285866867445942	CAT;ACSL4;FAR2
Various types of N-glycan biosynthesis	1/39	0.947145384661353	0.990264632947224	0	0	0.335952813067151	0.0182431368565454	MAN1C1
Lysine degradation	2/63	0.948698977498439	0.990264632947224	0	0	0.418332597947708	0.0220309551458906	ALDH2;ACAT1
Amyotrophic lateral sclerosis	19/364	0.952199636083944	0.990264632947224	0	0	0.700097158124848	0.0342911539441774	GABARAPL2;GABARAPL1;GPX2;DNAH2;ATP5PB;GPX3;COX4I2;COX7A1;ACTG1;TUBA1B;TUBB2B;TUBB6;PPP3CC;TUBA1A;TUBB3;CAT;CASP1;ANG;HNRNPA1
Taste transduction	3/86	0.954036134706065	0.990264632947224	0	0	0.460943220395394	0.0216890983913091	KCNK5;ADCY4;HTR3A
Homologous recombination	1/41	0.954550170775357	0.990264632947224	0	0	0.319120689655172	0.0148439227606496	XRCC2
RIG-I-like receptor signaling pathway	2/70	0.96696966298974	0.99974829563346	0	0	0.375126862339139	0.0125998196909499	CXCL8;RNF125
Spinocerebellar ataxia	5/143	0.980801479586398	0.999995180883718	0	0	0.46131757772566	0.00894273592999482	PRKCB;GNAQ;ATP2A2;RORA;PIK3R1
Fanconi anemia pathway	1/54	0.982966463335982	0.999995180883718	0	0	0.24067664281067	0.00413489116563781	UBE2T
Thermogenesis	9/232	0.988909554485437	0.999995180883718	0	0	0.512908703034525	0.00572016456984467	CREB1;ATP5PB;COX4I2;ADCY4;ACSL4;PPARG;COX7A1;MGLL;ACTG1
Oxidative phosphorylation	4/133	0.989089830297582	0.999995180883718	0	0	0.394722039182913	0.00433014895077365	PPA2;ATP5PB;COX4I2;COX7A1
Ribosome	5/158	0.991133642274934	0.999995180883718	0	0	0.415751362785778	0.00370263913290256	RPL3;RPL21;RPL15;RPL17;RPS23
mRNA surveillance pathway	2/98	0.994673613165673	0.999995180883718	0	0	0.265312284334023	0.00141693278318638	PPP2R2B;SAP18
Spliceosome	3/150	0.999019999504855	0.999995180883718	0	0	0.2593584395084	0.000254296024615418	HNRNPK;HNRNPU;HNRNPA1
RNA transport	4/186	0.999501575609893	0.999995180883718	0	0	0.278970511175072	0.000139080370294621	EEF1A2;SAP18;PHAX;EIF1B
Ribosome biogenesis in eukaryotes	1/108	0.999710271023749	0.999995180883718	0	0	0.118865613922011	3.44438025578371e-05	SBDS
Olfactory transduction	3/440	0.999995180883718	0.999995180883718	0	0	0.0858692491497781	4.13814893796064e-07	RGS2;ARRB1;NCALD
