Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Signal Regulatory Protein Family Interactions R-HSA-391160	3/13	0.0629987362552836	0.381930273078353	0	0	3.84095303867403	10.6188547603931	TYROBP;SIRPA;CD47
Activation Of C3 And C5 R-HSA-174577	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	C3;CFB
Molybdenum Cofactor Biosynthesis R-HSA-947581	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	NFS1;MOCS1
Protein Repair R-HSA-5676934	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	MSRA;MSRB3
Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	GPX2;PTGS2
Transport And Synthesis Of PAPS R-HSA-174362	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	PAPSS2;PAPSS1
Uptake And Function Of Diphtheria Toxin R-HSA-5336415	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	CD9;HBEGF
Virus Assembly And Release R-HSA-168268	2/6	0.0648510693327196	0.381930273078353	0	0	6.39924085576259	17.5061592638457	BLOC1S6;CANX
Transcriptional Regulation By MECP2 R-HSA-8986944	8/60	0.067151697283008	0.393865261206868	0	0	1.97206674129751	5.32615998539527	CREB1;NOTCH1;SLC2A3;PPARG;SGK1;DLL1;AURKB;SLC6A4
Signaling By NTRK1 (TRKA) R-HSA-187037	13/114	0.0695085131111727	0.406031436344533	0	0	1.65124829590052	4.40273331002563	SH3GL3;EGR1;EGR2;YWHAB;PIK3R1;FOS;LYL1;CREB1;ID2;ID1;ID3;FOSB;SGK1
Activated NOTCH1 Transmits Signal To Nucleus R-HSA-2122948	5/31	0.0702659786933448	0.406864002945833	0	0	2.46342696031493	6.54155033501346	NOTCH1;APH1B;UBB;ARRB1;DLL1
Late Endosomal Microautophagy R-HSA-9615710	5/31	0.0702659786933448	0.406864002945833	0	0	2.46342696031493	6.54155033501346	UBB;MVB12B;CHMP4B;PLIN2;RNASE1
Insertion Of Tail-Anchored Proteins Into Endoplasmic Reticulum Membrane R-HSA-9609523	4/22	0.0707835774088088	0.406864002945833	0	0	2.84588804422944	7.53627656237972	CYB5A;PRNP;HMOX1;STX1A
RA Biosynthesis Pathway R-HSA-5365859	4/22	0.0707835774088088	0.406864002945833	0	0	2.84588804422944	7.53627656237972	CYP26B1;ADH1A;ALDH1A2;ALDH1A1
Carboxyterminal Post-Translational Modifications Of Tubulin R-HSA-8955332	6/41	0.0735602292304897	0.414999055041665	0	0	2.19642115669797	5.73189214747381	TUBA1B;TUBB6;TUBB2B;TUBA1A;TUBB3;VASH1
Non-integrin membrane-ECM Interactions R-HSA-3000171	6/41	0.0735602292304897	0.414999055041665	0	0	2.19642115669797	5.73189214747381	DDR1;ITGB4;LAMC3;LAMA4;NTN4;AGRN
Signaling By Retinoic Acid R-HSA-5362517	6/41	0.0735602292304897	0.414999055041665	0	0	2.19642115669797	5.73189214747381	CYP26B1;CRABP2;ADH1A;ALDH1A2;ALDH1A1;PDK4
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825	12/104	0.0736428385773309	0.414999055041665	0	0	1.67299150980451	4.36404582727425	SH3GL3;DAB2;TFRC;UBB;FZD4;AGTR1;NLRP3;ARRB1;ADRB2;IL7R;LDLR;HBEGF
MHC Class II Antigen Presentation R-HSA-2132295	12/104	0.0736428385773309	0.414999055041665	0	0	1.67299150980451	4.36404582727425	CD74;HLA-DRB4;CTSL;CANX;AP1S2;HLA-DRA;CTSH;IFI30;HLA-DRB3;HLA-DQA1;CTSC;HLA-DPA1
RHO GTPases Activate PKNs R-HSA-5625740	8/62	0.0783385322995525	0.439119545256214	0	0	1.8988218988219	4.83575951451131	PPP1R14A;H2BC5;YWHAB;MYH11;RNASE1;MYL9;MYH10;H3-3B
Signaling By NOTCH2 R-HSA-1980145	5/32	0.0785342540924474	0.439119545256214	0	0	2.37206085753804	6.03504560363818	APH1B;CREB1;UBB;GZMB;DLL1
Toll-like Receptor Cascades R-HSA-168898	17/162	0.0796615865146334	0.443696510936156	0	0	1.50467945943346	3.8067905596456	JUN;ITGAM;LY86;IRAK3;FOS;AGER;CREB1;UBB;CTSL;BTK;PLCG2;TLR8;MAP3K8;CD36;S100A9;S100A8;BIRC3
Extra-nuclear Estrogen Signaling R-HSA-9009391	9/73	0.0809234792132068	0.448984708993738	0	0	1.80267207004161	4.53237054490722	GNG10;CREB1;CAV2;CAV1;FOS;PIK3R1;MMP9;GNG11;HBEGF
PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	12/106	0.0823829275901146	0.455324103642287	0	0	1.63721851758757	4.08711473800933	CD86;PDGFRA;KL;IL1RL1;IL33;KIT;RAC2;PIK3R1;GAB2;FGFR4;RNASE1;HBEGF
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	15/140	0.0831655029905964	0.457888229109145	0	0	1.53961002785515	3.82889104220874	JUN;ITGAM;LY86;IRAK3;FOS;AGER;CREB1;UBB;BTK;PLCG2;MAP3K8;CD36;S100A9;S100A8;BIRC3
Signaling By MET R-HSA-6806834	8/63	0.0843242415082382	0.459521136966081	0	0	1.86419706419706	4.61031946112062	SH3GL3;UBB;LAMC3;LAMA4;PIK3R1;TNS3;RNASE1;MUC20
Activation Of NIMA Kinases NEK9, NEK6, NEK7 R-HSA-2980767	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	CCNB2;NEK7
Constitutive Signaling By NOTCH1 t(7;9)(NOTCH1:M1580 K2555) Translocation Mutant R-HSA-2660826	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	NOTCH1;DLL1
Defective Factor VIII Causes Hemophilia A R-HSA-9662001	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	TPST2;VWF
Inactivation Of CDC42 And RAC1 R-HSA-428543	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	SLIT2;RNASE1
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	IGF2BP3;CD44
MECP2 Regulates Transcription Of Neuronal Ligands R-HSA-9022702	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	CREB1;DLL1
Signaling By RNF43 Mutants R-HSA-5340588	2/7	0.0865181351533962	0.459521136966081	0	0	5.11911663216011	12.5285323526396	FZD4;WNT3A
Phase II - Conjugation Of Compounds R-HSA-156580	12/107	0.0869867538520513	0.459521136966081	0	0	1.61989685819831	3.95578719869903	TPST2;GSTM3;PRNP;PODXL2;GSTA4;GSTO1;GSTA2;COMT;PAPSS2;SULT1A2;GSTM5;PAPSS1
Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361	7/53	0.0870453740745019	0.459521136966081	0	0	1.94991268216307	4.76037205134921	CLIC5;RIPOR2;GSN;MYO3B;EPB41L3;CDH23;SPTBN1
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	5/33	0.0872994226804038	0.459521136966081	0	0	2.28722090495949	5.57718559578639	TUBA1B;TUBB6;TUBB2B;TUBA1A;TUBB3
Oncogene Induced Senescence R-HSA-2559585	5/33	0.0872994226804038	0.459521136966081	0	0	2.28722090495949	5.57718559578639	CDK6;UBB;ID1;ETS1;ETS2
DAP12 Interactions R-HSA-2172127	6/43	0.0884478750567039	0.460604798528755	0	0	2.07747124286917	5.03857801584396	TYROBP;PLCG2;BTK;PIK3R1;RNASE1;HLA-E
Constitutive Signaling By NOTCH1 HD Domain Mutants R-HSA-2691232	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	NOTCH1;UBB;DLL1
Diseases Associated With Glycosylation Precursor Biosynthesis R-HSA-5609975	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	GALE;SLPI;GFPT1
EPHA-mediated Growth Cone Collapse R-HSA-3928663	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	MYH11;MYH10;MYL9
Metabolism Of Nitric Oxide: NOS3 Activation And Regulation R-HSA-202131	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	CAV1;NOSTRIN;CYGB
Negative Regulation Of FLT3 R-HSA-9706369	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	SOCS2;UBB;SH2B3
Negative Regulation Of TCF-dependent Signaling By WNT Ligand Antagonists R-HSA-3772470	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	SFRP1;WNT3A;WIF1
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	3/15	0.0900695535049271	0.460604798528755	0	0	3.20044889502762	7.70403445730943	CDKN1A;GAB2;PIK3R1
Signaling By Nuclear Receptors R-HSA-9006931	25/260	0.0911615877013737	0.464536175627213	0	0	1.3662677926651	3.27237758099189	CRABP2;ADH1A;PIK3R1;GNG10;CYP26B1;PDK4;H3-3B;MBD4;JUN;H2BC5;CAV2;CAV1;FOS;GNG11;MMP9;CXCL12;CREB1;SCD;ALDH1A2;ALDH1A1;APOC1;FOSB;TFF1;ABCG1;HBEGF
Growth Hormone Receptor Signaling R-HSA-982772	4/24	0.0918485084219546	0.466382708842222	0	0	2.56102280580511	6.11473571542349	GHR;SOCS2;SOCS3;STAT1
Sensory Processing Of Sound R-HSA-9659379	9/75	0.0923234143713794	0.467143473421381	0	0	1.74785651241962	4.16419384437818	CLIC5;RIPOR2;GSN;MYO3B;EPB41L3;CDH23;CACNA2D2;STX1A;SPTBN1
Interleukin-12 Signaling R-HSA-9020591	6/44	0.0964627777603072	0.484674865879585	0	0	2.02269167729011	4.73026284814129	IL10;ANXA2;GSTO1;GSTA2;S100A9;JAK1
Sphingolipid De Novo Biosynthesis R-HSA-1660661	6/44	0.0964627777603072	0.484674865879585	0	0	2.02269167729011	4.73026284814129	ALDH3B2;SPTLC1;PRKD1;PLPP3;PLPP2;PLPP1
Signaling By NTRKs R-HSA-166520	14/132	0.0977426719183764	0.489394493194101	0	0	1.52173195098074	3.53866142512226	SH3GL3;EGR1;EGR2;YWHAB;PIK3R1;FOS;RNASE1;LYL1;CREB1;ID2;ID1;ID3;FOSB;SGK1
Interleukin-7 Signaling R-HSA-1266695	4/25	0.1033740344461	0.512236163789815	0	0	2.43893770362326	5.53492880005029	SOCS2;PIK3R1;IL7R;JAK1
NOTCH3 Intracellular Domain Regulates Transcription R-HSA-9013508	4/25	0.1033740344461	0.512236163789815	0	0	2.43893770362326	5.53492880005029	NOTCH1;HEY1;STAT1;WWC1
Termination Of O-glycan Biosynthesis R-HSA-977068	4/25	0.1033740344461	0.512236163789815	0	0	2.43893770362326	5.53492880005029	MUC16;MUC4;MUC20;MUC21
Hyaluronan Metabolism R-HSA-2142845	3/16	0.10512724549469	0.517355656766679	0	0	2.95410114747131	6.65436039037083	HYAL2;LYVE1;CD44
NLRP3 Inflammasome R-HSA-844456	3/16	0.10512724549469	0.517355656766679	0	0	2.95410114747131	6.65436039037083	CASP1;HMOX1;NLRP3
Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505	5/35	0.106277286927009	0.517696479030888	0	0	2.13450899031812	4.78493667142441	IL10;ANXA2;GSTO1;GSTA2;S100A9
N-glycan Trimming In ER And Calnexin/Calreticulin Cycle R-HSA-532668	5/35	0.106277286927009	0.517696479030888	0	0	2.13450899031812	4.78493667142441	UBB;CANX;TRIM13;UGGT1;MARCHF6
Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	5/35	0.106277286927009	0.517696479030888	0	0	2.13450899031812	4.78493667142441	PDZD2;RNF125;UBB;TNFAIP3;UBE2L6
Lectin Pathway Of Complement Activation R-HSA-166662	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	FCN1;FCN3
Ligand-receptor Interactions R-HSA-5632681	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	HHIP;GAS1
Myoclonic Epilepsy Of Lafora R-HSA-3785653	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	PPP1R3C;UBB
RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	SOCS3;CTSL
Regulation Of Cytoskeletal Remodeling And Cell Spreading By IPP Complex Components R-HSA-446388	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	RSU1;ARHGEF6
Role Of ABL In ROBO-SLIT Signaling R-HSA-428890	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	TMPRSS4;SLIT2
Sema4D Mediated Inhibition Of Cell Attachment And Migration R-HSA-416550	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	RRAS;RNASE1
Transport Of RCbl Within Body R-HSA-9758890	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	LMBRD1;TCN1
VEGF Binds To VEGFR Leading To Receptor Dimerization R-HSA-195399	2/8	0.109964336289463	0.518054313999378	0	0	4.26570048309179	9.41695689418404	VEGFC;VEGFD
Antimicrobial Peptides R-HSA-6803157	10/89	0.110316367490473	0.518054313999378	0	0	1.62246681717162	3.57657067547302	GNLY;SLC11A1;RNASE6;ITLN1;LCN2;CTSG;LYZ;S100A9;S100A8;TSPAN32
Sphingolipid Metabolism R-HSA-428157	10/89	0.110316367490473	0.518054313999378	0	0	1.62246681717162	3.57657067547302	ALDH3B2;B3GALNT1;EGFL7;ASAH1;SPTLC1;SFTPA2;PRKD1;PLPP3;PLPP2;PLPP1
Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360	8/67	0.11085838391731	0.51831052376941	0	0	1.73743495777394	3.82149116547896	CLIC5;RIPOR2;MYO3B;EPB41L3;CDH23;CACNA2D2;STX1A;SPTBN1
Pre-NOTCH Expression And Processing R-HSA-1912422	9/78	0.111092304329143	0.51831052376941	0	0	1.67159138877163	3.67314464191338	JUN;NOTCH1;ELF3;H2BC5;POFUT1;MFNG;NOTCH4;ATP2A2;H3-3B
Transport Of Small Molecules R-HSA-382551	60/706	0.112246059315057	0.521998664193324	0	0	1.19541145755665	2.61443880499317	TFRC;AQP9;SLC2A1;ATP2A2;AQP4;SLC2A3;MAGT1;SLC2A6;SLC4A5;SLN;CA2;SLCO2B1;FTH1;CA4;SLC39A8;SLC16A3;ABCC3;SLC11A1;TSC22D3;ANO6;ATP1B3;LSR;HBA1;SLC7A5;SLC7A7;SLCO2A1;SLC29A4;SGK1;ABCG1;ABCB1;TTYH3;SLC43A2;SLC1A1;ADCY4;NEDD4L;ATP10B;LPL;SLC3A2;ATP2C1;CYGB;GNG10;UBB;HMOX1;NLRP3;STOM;SLC15A3;LDLR;GPIHBP1;ABCA6;ABCA3;ABCA4;ABCA9;TRPV2;CYBRD1;ABCA8;GNG11;FXYD1;APOC1;LCN2;FBXL5
APC-Cdc20 Mediated Degradation Of Nek2A R-HSA-179409	4/26	0.115522457513779	0.53206978027981	0	0	2.3279512470943	5.02439466664676	CDC20;UBB;UBE2C;NEK2
Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	4/26	0.115522457513779	0.53206978027981	0	0	2.3279512470943	5.02439466664676	PPP1R15A;UBB;NEDD4L;TGFBR2
WNT Ligand Biogenesis And Trafficking R-HSA-3238698	4/26	0.115522457513779	0.53206978027981	0	0	2.3279512470943	5.02439466664676	SNX3;WNT3A;WNT2;WLS
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139	5/36	0.116462970403151	0.53298499512525	0	0	2.06554231918976	4.44129172310903	CDKN1C;CDKN1A;CCND2;CDK6;UBE2C
RHOH GTPase Cycle R-HSA-9013407	5/36	0.116462970403151	0.53298499512525	0	0	2.06554231918976	4.44129172310903	TUBA1B;TFRC;JUP;CAV1;STOM
Negative Regulation Of PI3K/AKT Network R-HSA-199418	12/113	0.11788722288704	0.537790283456115	0	0	1.52316996814344	3.25657828865538	CD86;PDGFRA;KL;IL1RL1;IL33;KIT;RAC2;PIK3R1;GAB2;FGFR4;RNASE1;HBEGF
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594	3/17	0.121089125346599	0.548911902596413	0	0	2.74294593528019	5.79098544438362	TNFSF14;TNFSF12;BIRC3
Tie2 Signaling R-HSA-210993	3/17	0.121089125346599	0.548911902596413	0	0	2.74294593528019	5.79098544438362	ANGPT1;PIK3R1;TEK
EPH-Ephrin Signaling R-HSA-2682334	10/91	0.122904664970446	0.555377874423629	0	0	1.5822345593338	3.31691157318148	EFNB2;SDCBP;APH1B;ARPC1B;MYH11;MMP9;RNASE1;MYL9;MYH10;ACTG1
Nervous System Development R-HSA-9675108	47/545	0.123288477342476	0.555377874423629	0	0	1.21339632032403	2.53991554762507	SEMA5A;RPL3;ARPC1B;TMPRSS4;NTN4;CXCR4;SEMA3E;PIK3R1;LDB2;ACTG1;EFNB2;SDCBP;ABLIM1;APH1B;RRAS;UBB;FLRT3;DPYSL2;PRX;MYH11;SLIT3;RPL15;SLIT2;MYH10;SPTBN1;PRNP;EGR2;SEMA6A;RPL21;SCD5;GFRA1;GAB2;RNASE1;GFRA2;MMP9;CXCL12;TYROBP;CREB1;KCNQ3;COL4A5;COL6A6;ITGA5;AGRN;MYL9;SCN4B;SHANK3;RPS23
SARS-CoV Infections R-HSA-9679506	33/369	0.124466518870663	0.558932461303573	0	0	1.26147869232319	2.62856651879705	YWHAB;ARID4B;MAGT1;COMT;GJA1;FNTA;UBB;CTSL;PLCG2;GPC3;S1PR1;NLRP3;SAP18;JAK1;CRBN;IFNGR1;STAT1;CAV1;CNBP;SFTPD;ATP1B3;HLA-E;SRPK1;ZDHHC9;FXYD1;CANX;VPS41;BTK;TLR8;CHMP4B;AGRN;ISCU;RPS23
Early SARS-CoV-2 Infection Events R-HSA-9772572	5/37	0.127091893659028	0.568859439488204	0	0	2.00088606500692	4.12751757877931	CTSL;GPC3;CHMP4B;AGRN;ISCU
ATF4 Activates Genes In Response To Endoplasmic Reticulum Stress R-HSA-380994	4/27	0.128260583433666	0.568859439488204	0	0	2.22661578678525	4.57278141729572	CXCL8;CCL2;ATF3;HERPUD1
Effects Of PIP2 Hydrolysis R-HSA-114508	4/27	0.128260583433666	0.568859439488204	0	0	2.22661578678525	4.57278141729572	PRKCH;PRKCE;RASGRP2;MGLL
VEGFR2 Mediated Vascular Permeability R-HSA-5218920	4/27	0.128260583433666	0.568859439488204	0	0	2.22661578678525	4.57278141729572	CDH5;JUP;CAV1;RNASE1
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125	10/92	0.129482003706723	0.572509659466343	0	0	1.56285438635094	3.19480783977957	CPM;CD52;VNN2;ALPP;CEACAM5;ALPL;MSLN;FOLR2;RECK;GPIHBP1
Iron Uptake And Transport R-HSA-917937	7/59	0.133784221672376	0.578308331361884	0	0	1.72436341359472	3.46860367282789	TFRC;UBB;FTH1;LCN2;HMOX1;CYBRD1;FBXL5
Transcriptional Regulation Of Granulopoiesis R-HSA-9616222	7/59	0.133784221672376	0.578308331361884	0	0	1.72436341359472	3.46860367282789	CDKN1A;CSF3R;SPI1;CREB1;H2BC5;GATA2;H3-3B
Atorvastatin ADME R-HSA-9754706	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	ABCB1;SLCO2B1
Chylomicron Remodeling R-HSA-8963901	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	LPL;GPIHBP1
Formation Of Annular Gap Junctions R-HSA-196025	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	DAB2;GJA1
GP1b-IX-V Activation Signaling R-HSA-430116	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	VWF;PIK3R1
Interleukin-9 Signaling R-HSA-8985947	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	STAT1;JAK1
POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	HHEX;TSC22D1
Regulation Of Commissural Axon Pathfinding By SLIT And ROBO R-HSA-428542	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	SLIT3;SLIT2
Transport Of Gamma-Carboxylated Protein Precursors From Endoplasmic Reticulum To Golgi Apparatus R-HSA-159763	2/9	0.134817878222847	0.578308331361884	0	0	3.65611751947156	7.32623965645897	PROS1;GAS6
Acyl Chain Remodelling Of PG R-HSA-1482925	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	PLA2G2D;PLA2G4F;PLA2G1B
Ephrin Signaling R-HSA-3928664	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	EFNB2;SDCBP;RNASE1
G Beta:Gamma Signaling Thru BTK R-HSA-8964315	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	GNG10;BTK;GNG11
Lewis Blood Group Biosynthesis R-HSA-9037629	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	FUT2;FUT3;ST6GALNAC6
MECP2 Regulates Neuronal Receptors And Channels R-HSA-9022699	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	NOTCH1;CREB1;SLC2A3
Regulation Of TLR By Endogenous Ligand R-HSA-5686938	3/18	0.137868418823295	0.58045537823514	0	0	2.55994475138122	5.07241669812253	CD36;S100A9;S100A8
Diseases Of Mitotic Cell Cycle R-HSA-9675126	5/38	0.138145956406693	0.58045537823514	0	0	1.94014837168364	3.84041601890933	CDKN1C;CDKN1A;CCND2;CDK6;UBE2C
MET Promotes Cell Motility R-HSA-8875878	4/28	0.141552771350255	0.591312012878828	0	0	2.13372494816862	4.17160870929446	LAMC3;LAMA4;TNS3;RNASE1
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	4/28	0.141552771350255	0.591312012878828	0	0	2.13372494816862	4.17160870929446	TUBB6;TUBB2B;TUBA1A;TUBB3
Cellular Senescence R-HSA-2559583	16/165	0.14426628774841	0.600900450708596	0	0	1.37689123775226	2.6657915065694	JUN;CDKN1A;CXCL8;H2BC5;UBE2C;TINF2;HMGA1;FOS;ETS1;ETS2;IL6;CDK6;UBB;ID1;IGFBP7;H3-3B
RHOU GTPase Cycle R-HSA-9013420	5/39	0.149605564639311	0.621338717880605	0	0	1.88298348384997	3.577203555058	ARHGAP31;ARHGAP30;PIK3R1;SPTBN1;ARHGEF6
Aquaporin-mediated Transport R-HSA-445717	6/50	0.152071430230206	0.627717081102037	0	0	1.74630386914124	3.28899732130141	GNG10;AQP9;ADCY4;NLRP3;AQP4;GNG11
Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	9/84	0.154418588649825	0.627717081102037	0	0	1.53736477115118	2.87193307391175	MBD4;EGR2;FABP4;LEP;ADIRF;LPL;PPARG;CD36;KLF4
FCERI Mediated MAPK Activation R-HSA-2871796	4/29	0.15536142073663	0.627717081102037	0	0	2.04826537664133	3.81387244518588	JUN;PLCG2;FOS;RNASE1
TNFs Bind Their Physiological Receptors R-HSA-5669034	4/29	0.15536142073663	0.627717081102037	0	0	2.04826537664133	3.81387244518588	TNFSF14;TNFSF15;TNFRSF9;TNFSF13
RAS Processing R-HSA-9648002	3/19	0.155377221744207	0.627717081102037	0	0	2.39981871546961	4.4682210984718	FNTA;ZDHHC9;ABHD17A
RHO GTPases Activate ROCKs R-HSA-5627117	3/19	0.155377221744207	0.627717081102037	0	0	2.39981871546961	4.4682210984718	MYH11;MYH10;MYL9
Signaling By KIT In Disease R-HSA-9669938	3/19	0.155377221744207	0.627717081102037	0	0	2.39981871546961	4.4682210984718	STAT1;KIT;PIK3R1
Signaling By PDGFR In Disease R-HSA-9671555	3/19	0.155377221744207	0.627717081102037	0	0	2.39981871546961	4.4682210984718	PDGFRA;STAT1;PIK3R1
Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085	3/19	0.155377221744207	0.627717081102037	0	0	2.39981871546961	4.4682210984718	BCHE;LEP;KLF4
Axon Guidance R-HSA-422475	44/519	0.157896475518424	0.627717081102037	0	0	1.18992406389107	2.19638049388085	SEMA5A;RPL3;ARPC1B;TMPRSS4;NTN4;CXCR4;SEMA3E;PIK3R1;LDB2;ACTG1;EFNB2;SDCBP;ABLIM1;APH1B;RRAS;UBB;FLRT3;DPYSL2;MYH11;SLIT3;RPL15;SLIT2;MYH10;SPTBN1;PRNP;SEMA6A;RPL21;GFRA1;GAB2;RNASE1;GFRA2;MMP9;CXCL12;TYROBP;CREB1;KCNQ3;COL4A5;COL6A6;ITGA5;AGRN;MYL9;SCN4B;SHANK3;RPS23
RHOC GTPase Cycle R-HSA-9013106	8/73	0.158090682310126	0.627717081102037	0	0	1.57654459192921	2.90807282665645	ARHGEF10;STARD13;TFRC;CAVIN1;JUP;CAV1;STOM;PIK3R1
AKT Phosphorylates Targets In Nucleus R-HSA-198693	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	CREB1;FOXO1
Abacavir ADME R-HSA-2161522	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	ABCB1;ADH1A
Activation Of AP-1 Family Of Transcription Factors R-HSA-450341	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	JUN;FOS
Gamma-carboxylation Of Protein Precursors R-HSA-159740	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	PROS1;GAS6
Gap Junction Degradation R-HSA-190873	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	DAB2;GJA1
Interleukin-21 Signaling R-HSA-9020958	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	STAT1;JAK1
PI3K Events In ERBB4 Signaling R-HSA-1250342	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	PIK3R1;HBEGF
Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	PROS1;GAS6
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	CDKN1A;GAB2
Signaling By FGFR4 In Disease R-HSA-5655291	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	PIK3R1;FGFR4
Uptake Of Dietary Cobalamins Into Enterocytes R-HSA-9758881	2/10	0.160751486322581	0.627717081102037	0	0	3.19893029675638	5.84731083721698	LMBRD1;TCN1
RET Signaling R-HSA-8853659	5/40	0.161449820917805	0.628735481460395	0	0	1.82908516103537	3.33544816595417	GFRA1;PIK3R1;GAB2;GFRA2;SHANK3
Endosomal Sorting Complex Required For Transport (ESCRT) R-HSA-917729	4/30	0.169647427638655	0.649373442361557	0	0	1.96937961830844	3.49374433516179	UBB;MVB12B;CHMP4B;CHMP5
