Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
Immune System R-HSA-168256	241/1943	1.07805803191608e-17	1.54916939186341e-14	0	0	1.97149051674743	77.023739674279	GMFG;CLEC10A;CCNF;ICAM2;C4BPA;UBE2L6;IFI30;IFIT3;IFIT2;CDC20;MT2A;FTH1;AP1S2;TRIM22;PRKCB;PRKCE;SLC11A1;RNASE6;MCEMP1;RNASE1;HLA-E;RNF125;SLPI;CRISPLD2;BTK;SERPING1;STX1A;CFB;CFH;MAOA;FPR1;NEDD4L;FPR2;PIK3R1;C3;PLAC8;PLCG2;HMOX1;HLA-DQA1;EGR1;JUN;HLA-DRB4;JUP;TNFSF14;TNFSF15;TNFSF12;TNFSF13;PILRA;LYZ;COL1A2;TCN1;HLA-DRB3;FBXL5;SERPINA3;CDKN1A;SERPINA1;ARPC1B;MAGT1;C8B;GLIPR1;CTSL;GNLY;MMP28;RAC2;TIMP2;OLR1;FCER1A;CTSH;CTSG;CD36;TIMP1;CD33;CTSC;HLA-DPA1;JAK1;CD53;IL10;FCER1G;ANXA2;GSTO1;IFNGR1;ANO6;BTN3A3;FOS;GAB2;MMP12;RNF144B;HCK;CEACAM1;CEACAM6;IL1B;CANX;TLR8;CD47;HCST;CD44;C1QB;C1QA;ASAH1;GRN;PTGS2;LILRA2;LILRA5;ALOX5;CD59;CD55;IL33;CD74;AOC1;GSN;STAT1;IL37;UBE2G2;LILRB5;GSTA2;CD68;CRLF1;IL18R1;C1QC;CD86;FCN1;FCN3;CRCP;CSF3R;NCF1;NCF2;PROS1;NCF4;F13A1;RORA;ACTG1;SIRPA;MAP3K8;OSTF1;CD93;IL11RA;UBE2E2;CYBB;LMO7;LIFR;OSCAR;CLEC4A;TYROBP;RAB31;JAML;ELMO1;ADAM8;CD300C;IL6ST;S100A9;S100A8;CPB2;CCL3L1;KLRB1;C5AR1;RASGRP2;AGER;FOXO1;SOCS2;SOCS3;SDCBP;PDZD2;UBB;NDN;NLRP3;CD300LF;CD300LG;MCL1;BTNL9;MUC16;UBE2C;ZBTB16;TNFRSF9;LY86;FBXO32;RCAN1;PTPRB;IL6;LCN2;HLA-DRA;IL7R;MUC20;MUC21;ITGAM;EIF4E3;CXCL8;YWHAB;SNAP23;TNFAIP3;BRK1;SLC2A3;CXCL2;FCAR;OASL;GHR;ADGRE5;CASP1;LRRFIP1;EGFL7;IRAK3;MMP9;FGR;CREB1;PKM;AIM2;IRF1;PECAM1;BIRC5;IRF8;MS4A2;DOCK2;BIRC3;COLEC12;SFTPA2;CLEC12A;C1R;MGRN1;FGL2;ITLN1;RETN;TSPAN32;IL1RL1;CCL5;CCL4;CCL3;S1PR1;CCL2;STOM;FCGR1A;SH2B3;MUC4;WASF3;GBP4;ERAP2;FCGR2A;S100P;MNDA;POLR3H;CD247;VIM;FOLR3
Innate Immune System R-HSA-168249	146/1035	2.67322470631158e-15	1.92071195148487e-12	0	0	2.22244633213952	74.5752776651233	FCN1;FCN3;CRCP;NCF1;NCF2;GMFG;CLEC10A;PROS1;NCF4;ICAM2;C4BPA;UBE2L6;ACTG1;FTH1;SIRPA;MAP3K8;OSTF1;CD93;PRKCE;SLC11A1;RNASE6;CYBB;MCEMP1;RNASE1;OSCAR;HLA-E;CLEC4A;TYROBP;RNF125;RAB31;SLPI;CRISPLD2;BTK;ELMO1;SERPING1;ADAM8;S100A9;S100A8;CFB;CPB2;CFH;C5AR1;FPR1;FPR2;PIK3R1;RASGRP2;AGER;C3;PLAC8;SDCBP;PDZD2;UBB;PLCG2;HMOX1;NLRP3;JUN;JUP;MUC16;LY86;LYZ;RCAN1;PTPRB;TCN1;LCN2;MUC20;MUC21;SERPINA3;ITGAM;SERPINA1;ARPC1B;SNAP23;TNFAIP3;BRK1;SLC2A3;MAGT1;C8B;FCAR;GLIPR1;ADGRE5;CTSL;GNLY;MMP28;RAC2;TIMP2;CASP1;OLR1;CTSH;FCER1A;CTSG;CD36;LRRFIP1;CD33;CTSC;CD53;EGFL7;FCER1G;ANXA2;ANO6;IRAK3;FOS;GAB2;MMP9;MMP12;FGR;HCK;CEACAM1;CREB1;PKM;AIM2;CEACAM6;IL1B;PECAM1;TLR8;CD47;MS4A2;DOCK2;CD44;BIRC3;C1QB;C1QA;ASAH1;GRN;SFTPA2;CLEC12A;C1R;FGL2;ITLN1;RETN;TSPAN32;ALOX5;STOM;CD59;FCGR1A;MUC4;CD55;WASF3;AOC1;GSN;FCGR2A;S100P;MNDA;POLR3H;CD247;FOLR3;CD68;C1QC
Cell Surface Interactions At Vascular Wall R-HSA-202733	37/134	6.69162083953796e-13	3.20528638213868e-10	0	0	4.97764621823007	139.537112453009	ITGAM;GYPC;PROS1;SLC3A2;PIK3R1;JCHAIN;THBD;DEAF1;EPCAM;TSPAN7;SIRPA;OLR1;SLC16A3;JAM2;JAM3;CD74;FCER1G;ANGPT1;CAV1;ATP1B3;SELE;SLC7A5;CEACAM1;SLC7A7;JAML;CEACAM6;CEACAM5;SELENOP;PECAM1;ESAM;CD48;CD47;ITGA5;TEK;GAS6;S100A9;CD44
Neutrophil Degranulation R-HSA-6798695	79/468	1.25816518663665e-12	4.51995843299216e-10	0	0	2.68806163670022	73.6565625047479	FCN1;SERPINA3;SERPINA1;ITGAM;GMFG;SNAP23;SLC2A3;MAGT1;FCAR;GLIPR1;ADGRE5;FTH1;MMP28;TIMP2;OLR1;CTSH;SIRPA;CTSG;CD36;OSTF1;CD33;CTSC;CD53;EGFL7;FCER1G;ANXA2;CD93;SLC11A1;CYBB;MCEMP1;ANO6;RNASE1;MMP9;OSCAR;MMP12;FGR;CEACAM1;RAB31;PKM;TYROBP;SLPI;CRISPLD2;CEACAM6;PECAM1;ADAM8;CD47;DOCK2;S100A9;S100A8;CD44;ASAH1;GRN;SFTPA2;CLEC12A;FGL2;C5AR1;FPR1;FPR2;RETN;C3;PLAC8;SDCBP;ALOX5;STOM;CD59;CD55;AOC1;GSN;JUP;LYZ;RCAN1;PTPRB;FCGR2A;TCN1;LCN2;MNDA;S100P;FOLR3;CD68
Extracellular Matrix Organization R-HSA-1474244	55/291	4.37985725269094e-11	1.25877097442337e-08	0	0	3.0572064251372	72.9187141357021	DDR1;SPARC;ITGAM;ITGB4;LAMC3;ICAM2;COMP;CAPN8;EFEMP2;EFEMP1;CTSL;ADAMTS1;MMP28;TIMP2;COL10A1;CTSG;TIMP1;TPSAB1;ADAMTS8;P3H2;MMP9;DCN;MMP12;MMP11;CEACAM1;CEACAM6;PECAM1;COL4A5;ADAM8;COL6A6;CD47;ITGA5;CD44;COL17A1;CD151;COL13A1;PCOLCE2;COL11A1;LAMA4;LTBP4;NTN4;FBLN1;FBLN5;JAM2;JAM3;CRTAP;LUM;COL1A1;MFAP5;MFAP4;COL3A1;COL1A2;CAPN12;COL5A2;AGRN
Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	29/107	3.32358929355965e-10	7.95999635807536e-08	0	0	4.82941144650005	105.400966071504	CDKN1A;CXCL8;ITGAM;MAOA;F13A1;RORA;PIK3R1;PTGS2;FOXO1;SOCS3;ALOX5;S1PR1;HMOX1;NDN;CCL2;CD36;TIMP1;MCL1;JAK1;IL10;STAT1;FOS;MMP9;IL6;COL1A2;IL1B;LCN2;BIRC5;VIM
Hemostasis R-HSA-109582	83/576	1.28007147834414e-09	2.62780387768646e-07	0	0	2.22211546445559	45.5008138086533	SERPINA3;SERPINA1;ITGAM;SPARC;PROS1;PLEK;F13A1;ATP2A2;ARRB1;JCHAIN;THBD;DOCK11;RAC2;OLR1;TIMP3;PHACTR2;SIRPA;TIMP1;CD36;SLC16A3;H3-3B;SRGN;PRKCH;FCER1G;ANXA2;VWF;PRKCB;PRKCE;ATP1B3;RNASE1;FGR;SLC7A5;CEACAM1;SLC7A7;JAML;MMRN1;CEACAM6;CEACAM5;IRF1;SELENOP;PECAM1;SERPING1;CD48;PDE5A;ITGA5;CD47;GAS6;DOCK2;S100A9;MGLL;CD44;SFTPA2;GYPC;SLC3A2;PIK3R1;GATA2;RASGRP2;CLEC3B;GNG10;EPCAM;DEAF1;TSPAN7;PDPN;PLCG2;SH2B3;JAM2;JAM3;CD74;ANGPT1;HBG2;HBG1;F12;CAV1;RARRES2;VEGFC;VEGFD;GNG11;SELE;GNAQ;MAFF;CD9;ESAM;TEK
Cytokine Signaling In Immune System R-HSA-1280215	93/702	9.93304094402038e-09	1.78422247956966e-06	0	0	2.0173828507585	37.1751190650038	CD86;CDKN1A;CSF3R;EIF4E3;ITGAM;CXCL8;F13A1;RORA;UBE2L6;IFI30;CXCL2;IFIT3;IFIT2;OASL;GHR;MT2A;CASP1;MAP3K8;CTSG;TIMP1;CD36;TRIM22;HLA-DPA1;JAK1;IL10;ANXA2;GSTO1;IFNGR1;IL11RA;LIFR;IRAK3;FOS;GAB2;MMP9;HLA-E;HCK;CREB1;IL1B;IRF1;CANX;BIRC5;IRF8;IL6ST;S100A9;STX1A;CD44;BIRC3;CCL3L1;MAOA;FPR1;PIK3R1;PTGS2;AGER;FOXO1;SOCS2;SOCS3;IL1RL1;PDZD2;UBB;ALOX5;CCL5;CCL4;CCL3;S1PR1;HMOX1;NDN;CCL2;FCGR1A;SH2B3;HLA-DQA1;GBP4;MCL1;EGR1;IL33;JUN;HLA-DRB4;TNFSF14;STAT1;TNFSF15;IL37;TNFRSF9;TNFSF12;TNFSF13;IL6;COL1A2;GSTA2;LCN2;HLA-DRA;VIM;HLA-DRB3;IL7R;CRLF1;IL18R1
Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	15/41	7.90110484468743e-08	1.26154307353509e-05	0	0	7.44174523248339	121.699906335635	COLEC12;MSR1;CD163;SPARC;SCARA5;HBA1;JCHAIN;COL1A1;MARCO;COL3A1;COL1A2;FTH1;SCGB3A2;HYOU1;CD36
Signal Transduction R-HSA-162582	244/2465	1.30706058767354e-07	1.87824606448687e-05	0	0	1.4861648637488	23.5561810259204	VIPR1;SPARC;TFRC;HHIP;MYLK;CDC20;BAIAP2L2;GJA1;EDNRA;BAIAP2L1;EDNRB;SOX17;PDK4;PROK2;SOX7;TNS3;SOX4;WLS;PRKCH;PRKCB;STARD8;PRKCE;RNASE1;SFRP1;AGTR1;BTK;ANOS1;MYL9;CRABP2;EPAS1;FPR1;NEDD4L;FPR2;PIK3R1;C3;SNX3;GNG10;APH1B;FLRT3;PLCG2;SPTBN1;EGR1;JUN;EGR2;STARD13;JUP;FZD4;GNG11;COL1A2;ID2;GPR183;ID1;NMU;ID3;GRAP;FERMT2;ACVRL1;CDKN1A;ARPC1B;ADM;PTH1R;TUBA1B;PPP3CC;HEY1;RAC2;FFAR4;JAK1;H3-3B;EDN1;FGFBP2;GPBAR1;GFRA1;FOS;GAB2;IL17RD;GFRA2;RHOD;KIT;RHOJ;CDC42EP2;GAS1;PPARG;TFF1;SGK1;MGLL;ARHGEF6;HBEGF;PTGER4;CCL13;RAMP2;RAMP3;ADH1A;ADCY4;CXCR4;FGD5;GPNMB;WIF1;KISS1R;CD55;P2RY13;MBD4;IL33;CCL23;CAVIN1;H2BC5;CCL21;STAT1;VEGFC;VEGFD;CENPF;ZDHHC9;AXL;FOSB;CD86;SH3GL3;NCF1;NCF2;WWC1;NCF4;FAM13A;RORA;ACTG1;ARHGAP44;RGS5;CDH5;DOCK11;FNTA;POFUT1;PDE8B;PDGFRA;MATK;CYBB;MFNG;ELMO1;APLNR;COL4A5;IL6ST;S100A9;S100A8;ABCG1;CALCRL;NOTCH1;CCL3L1;NOTCH4;C5AR1;LTBP4;ADRB2;RASGRP2;ARHGAP15;FOXO1;SOCS3;PDZD2;GRK5;UBB;NLRP3;MYH11;WNT2;MYH10;KL;CAV2;WNT3A;CAV1;SMAD6;ARHGAP25;ARHGAP24;IL6;ARHGAP31;CXCL12;ARHGAP30;GNAQ;FGFR4;MUC20;BMPR2;CXCL8;LAMC3;YWHAB;LRRK2;SNAP23;TNFAIP3;ATP2A2;BRK1;ARRB1;RND3;CXCL2;HEBP1;LYL1;CYP26B1;ADGRE5;GPER1;PDE4B;IFT57;ARHGEF10;VWF;PDE4D;ARAP3;AXIN2;SSTR2;ETV4;MMP9;TGFBR2;CREB1;GFOD1;ELF3;ALDH1A2;ALDH1A1;BIRC5;COL6A6;PDE5A;ITGA5;DOCK2;BIRC3;PPP1R15A;CX3CR1;RGS17;SFTPA2;LAMA4;THBS2;DLL1;AURKB;IL1RL1;CCL5;CCL4;CCL3;S1PR1;CCL2;STOM;HNRNPA1;SH2B3;S1PR4;WASF3;PPP1R14A;ANGPT1;GZMB;PRC1;ABHD17A;SCD;LEP;APOC1;ACKR3;SPRY1;TEK;ACKR1;VIM;PDE7B
Complement Cascade R-HSA-166658	17/55	1.87575815946578e-07	2.45042225013847e-05	0	0	5.77492108933421	89.4482304631154	FCN1;C1QB;C1QA;FCN3;CPB2;CFH;C1R;PROS1;C5AR1;C4BPA;C8B;C3;SERPING1;CD59;CFB;CD55;C1QC
Interleukin-10 Signaling R-HSA-6783783	15/45	3.25697010492074e-07	3.60020464674701e-05	0	0	6.44811977715877	96.3174886076203	CD86;IL10;CXCL8;CCL3L1;FPR1;PTGS2;CXCL2;IL6;CCL5;IL1B;CCL4;CCL3;CCL2;TIMP1;JAK1
Regulation Of Complement Cascade R-HSA-977606	15/45	3.25697010492074e-07	3.60020464674701e-05	0	0	6.44811977715877	96.3174886076203	C1QB;C1QA;CPB2;CFH;C1R;PROS1;C5AR1;C4BPA;C8B;C3;SERPING1;CD59;CD55;CFB;C1QC
Signaling By Interleukins R-HSA-449147	63/453	4.57468014057999e-07	4.69558240143818e-05	0	0	2.1133839503436	30.8502466285794	CD86;CDKN1A;CSF3R;ITGAM;CXCL8;F13A1;RORA;CXCL2;CASP1;MAP3K8;CTSG;TIMP1;CD36;JAK1;IL10;ANXA2;GSTO1;IL11RA;LIFR;IRAK3;FOS;GAB2;MMP9;HCK;CREB1;IL1B;CANX;BIRC5;IL6ST;S100A9;STX1A;CCL3L1;MAOA;FPR1;PIK3R1;PTGS2;AGER;FOXO1;SOCS2;SOCS3;IL1RL1;UBB;ALOX5;CCL5;CCL4;CCL3;S1PR1;HMOX1;NDN;CCL2;MCL1;IL33;JUN;STAT1;IL37;IL6;COL1A2;GSTA2;LCN2;VIM;IL7R;CRLF1;IL18R1
Diseases Of Metabolism R-HSA-5668914	40/247	1.36258843775848e-06	0.000130535972337263	0	0	2.5119403444982	33.9265787883923	SEMA5A;SPON1;NOTCH1;SFTPA2;MAOA;NOTCH4;PRELP;THBS2;PAPSS2;CYP26B1;UBB;ADAMTSL4;ADAMTS1;ADAMTSL3;GPC3;ADAMTS8;MUC4;SBSPON;SFTPB;PRNP;EGFL7;MUC16;LUM;ABCA3;SFTPC;SFTPD;GFPT1;FMO3;DCN;CYP27A1;LMBRD1;GALE;PPP1R3C;SLPI;OGN;TBXAS1;SFTPA1;AGRN;MUC20;MUC21
Scavenging By Class A Receptors R-HSA-3000480	9/19	2.57432597673496e-06	0.000231206651785508	0	0	11.5708044382802	148.915360024892	COLEC12;COL1A1;MSR1;MARCO;COL3A1;COL1A2;SCARA5;FTH1;SCGB3A2
RHO GTPases Activate NADPH Oxidases R-HSA-5668599	10/24	2.99094480486565e-06	0.000252822804975997	0	0	9.18756815703381	116.865143273178	PDZD2;NCF1;NCF2;PRKCB;NCF4;RAC2;CYBB;RNASE1;S100A9;S100A8
Cell-Cell Communication R-HSA-1500931	24/120	4.63783877997252e-06	0.00035973568830227	0	0	3.23283111422565	39.7032461755211	COL17A1;CD151;CADM1;JUP;ITGB4;LAMA4;PIK3R1;CLDN11;CDH5;CLDN5;CLDN10;CLDN3;TYROBP;SIRPA;CDH13;CLDN18;ANG;RSU1;CD47;FLNC;SPTBN1;FERMT2;LIMS2;ARHGEF6
Peptide Ligand-Binding Receptors R-HSA-375276	33/196	4.75642176600079e-06	0.00035973568830227	0	0	2.62504867306411	32.1726356561876	CX3CR1;CCL13;CXCL8;CCL3L1;SFTPA2;C5AR1;FPR1;CXCR4;FPR2;CXCL2;C3;HEBP1;EDNRA;EDNRB;GPNMB;GPER1;CCL5;CCL4;KISS1R;CCL3;PROK2;NLRP3;CCL2;EDN1;CCL23;CCL21;SSTR2;CXCL12;NMU;AGTR1;APLNR;ACKR3;ACKR1
Diseases Associated With Surfactant Metabolism R-HSA-5687613	6/9	1.00162015586443e-05	0.000686630575791033	0	0	25.6692041522491	295.486079691573	SFTPB;SFTPA2;ABCA3;SFTPC;SFTPD;SFTPA1
Cell Junction Organization R-HSA-446728	19/86	1.00342672871341e-05	0.000686630575791033	0	0	3.66003085132994	42.1251418979783	COL17A1;CD151;CADM1;JUP;ITGB4;LAMA4;CLDN11;CDH5;CLDN10;CLDN5;CLDN3;CDH13;CLDN18;ANG;FLNC;RSU1;FERMT2;LIMS2;ARHGEF6
Platelet Activation, Signaling And Aggregation R-HSA-76002	38/254	1.64432225705422e-05	0.00105554526691643	0	0	2.28255484784147	25.1437047164083	SERPINA3;SPARC;SERPINA1;SFTPA2;PROS1;PLEK;F13A1;ARRB1;PIK3R1;RASGRP2;GNG10;CLEC3B;PDPN;PLCG2;RAC2;TIMP3;PHACTR2;CD36;TIMP1;SRGN;PRKCH;FCER1G;VWF;PRKCB;PRKCE;RARRES2;VEGFC;VEGFD;RNASE1;GNG11;MMRN1;GNAQ;SELENOP;PECAM1;SERPING1;CD9;GAS6;MGLL
Interferon Gamma Signaling R-HSA-877300	19/89	1.68946006534988e-05	0.00105554526691643	0	0	3.50260375099761	38.4884190233778	HLA-DRB4;IFNGR1;STAT1;IFI30;OASL;HLA-E;SOCS3;MT2A;IRF1;IRF8;HLA-DRA;FCGR1A;HLA-DRB3;TRIM22;CD44;GBP4;HLA-DQA1;HLA-DPA1;JAK1
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	24/130	1.92203090797847e-05	0.00113465665902557	0	0	2.92626039586942	31.7778508129202	SRGN;SERPINA3;SPARC;SERPINA1;VWF;SFTPA2;PRKCB;PROS1;RARRES2;PLEK;F13A1;VEGFC;VEGFD;CLEC3B;MMRN1;SELENOP;PECAM1;SERPING1;PHACTR2;TIMP3;CD9;CD36;TIMP1;GAS6
Collagen Formation R-HSA-1474290	19/90	1.99766731950648e-05	0.00113465665902557	0	0	3.45308442835786	37.3656377340547	COL17A1;CRTAP;CD151;COL13A1;PCOLCE2;ITGB4;COL11A1;LAMA4;P3H2;MMP9;COL1A1;COL3A1;COL1A2;CTSL;MMP28;COL5A2;COL10A1;COL4A5;COL6A6
Leishmania Infection R-HSA-9658195	37/247	2.05296263985142e-05	0.00113465665902557	0	0	2.28511820569812	24.6647467543985	PTGER4;VIPR1;RAMP2;RAMP3;CALCRL;ARPC1B;ADCY4;BRK1;ADM;PTH1R;ADRB2;ACTG1;C3;GNG10;PLCG2;CASP1;HMOX1;NLRP3;CTSG;FCGR1A;WASF3;IL10;JUN;CD163;GPBAR1;RNASE1;GNG11;FGR;HCK;IL6;CREB1;FCGR2A;IL1B;BTK;DPEP2;ELMO1;CD247
Platelet Degranulation R-HSA-114608	23/125	3.00506896399439e-05	0.00159936448194812	0	0	2.91289751194596	30.3309093023929	SRGN;SERPINA3;SPARC;SERPINA1;VWF;SFTPA2;PROS1;RARRES2;PLEK;F13A1;VEGFC;VEGFD;CLEC3B;MMRN1;SELENOP;PECAM1;SERPING1;PHACTR2;TIMP3;CD9;CD36;TIMP1;GAS6
Diseases Of Glycosylation R-HSA-3781865	25/143	3.40517467402293e-05	0.00174758428806106	0	0	2.73834002900136	28.1710269169465	SEMA5A;SPON1;NOTCH1;NOTCH4;PRELP;THBS2;PAPSS2;ADAMTS1;ADAMTSL4;ADAMTSL3;GPC3;ADAMTS8;MUC4;SBSPON;EGFL7;MUC16;LUM;GFPT1;DCN;GALE;SLPI;OGN;AGRN;MUC20;MUC21
Defective CSF2RA Causes SMDP4 R-HSA-5688890	5/7	3.70395601809333e-05	0.0018353740682759	0	0	32.0660442600277	327.186652911228	SFTPB;SFTPA2;SFTPC;SFTPD;SFTPA1
Synthesis Of Prostaglandins (PG) And Thromboxanes (TX) R-HSA-2162123	7/15	3.99206652101466e-05	0.00191219986356602	0	0	11.2350242382271	113.795251237699	PTGIS;HPGD;TBXAS1;PTGS2;PTGDS;PTGR2;PTGS1
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090	14/57	4.18180044741465e-05	0.00193846685255963	0	0	4.19290835234905	42.2736717514047	CD151;ITGB4;COL11A1;LAMA4;MMP9;COL1A1;COL3A1;COL1A2;CTSL;MMP28;COL5A2;COL10A1;COL4A5;COL6A6
Biological Oxidations R-HSA-211859	33/218	4.54776251482268e-05	0.00204222960431256	0	0	2.3101132161781	23.0971821175408	MAOB;MTARC2;PODXL2;MAOA;ADH1B;ADH1A;COMT;ADH5;PAPSS2;PAPSS1;PTGS1;CYP26B1;ALDH2;CYP2F1;SULT1A2;AOC3;GSTM3;PRNP;AOC1;PTGIS;GSTO1;CYP4B1;FMO3;CYP27A1;TPST2;AADAC;GSTA4;GSTA2;TBXAS1;ALDH1A1;DPEP2;CES1;GSTM5
Metallothioneins Bind Metals R-HSA-5661231	6/11	4.85063939897486e-05	0.00211223297464451	0	0	15.3998615916955	152.979375059117	MT2A;MT1A;MT1M;MT1G;MT1X;MT1E
Phase I - Functionalization Of Compounds R-HSA-211945	20/104	5.07739259791891e-05	0.00214594504800279	0	0	3.0722771288809	30.3790682829922	AOC3;AOC1;PTGIS;MAOB;MTARC2;MAOA;ADH1B;ADH1A;CYP4B1;FMO3;ADH5;PTGS1;CYP27A1;CYP26B1;ALDH2;AADAC;TBXAS1;ALDH1A1;CYP2F1;CES1
Initial Triggering Of Complement R-HSA-166663	8/21	6.50774450331671e-05	0.0026718939575046	0	0	7.90489898182206	76.2026928827115	C1QB;FCN1;C3;C1QA;FCN3;C1R;CFB;C1QC
NGF-stimulated Transcription R-HSA-9031628	11/39	7.09441756342383e-05	0.00283185501073335	0	0	5.05285218253968	48.2730157670466	SH3GL3;LYL1;EGR1;EGR2;CREB1;ID2;ID1;FOSB;ID3;FOS;SGK1
Cross-presentation Of Particulate Exogenous Antigens (Phagosomes) R-HSA-1236973	5/8	9.28418599484739e-05	0.00351088823015676	0	0	21.3762102351314	198.469838218094	NCF1;NCF2;NCF4;CYBB;CD36
Nef And Signal Transduction R-HSA-164944	5/8	9.28418599484739e-05	0.00351088823015676	0	0	21.3762102351314	198.469838218094	HCK;ELMO1;CD247;DOCK2;RNASE1
Signaling By GPCR R-HSA-372790	77/689	9.77527077229576e-05	0.00360181130763821	0	0	1.64248865485059	15.1652121643393	VIPR1;CXCL8;ADM;ARRB1;PTH1R;CXCL2;HEBP1;RGS5;EDNRA;EDNRB;PPP3CC;ADGRE5;GPER1;FFAR4;PDE4B;PROK2;PDE8B;ARHGEF10;EDN1;PRKCH;PRKCB;PRKCE;PDE4D;GPBAR1;SSTR2;CREB1;AGTR1;BTK;APLNR;ITGA5;MGLL;HBEGF;ARHGEF6;CX3CR1;PTGER4;CCL13;RGS17;RAMP2;CALCRL;RAMP3;SFTPA2;CCL3L1;C5AR1;FPR1;ADCY4;CXCR4;FPR2;PIK3R1;ADRB2;RASGRP2;C3;GNG10;GPNMB;GRK5;CCL5;CCL4;CCL3;KISS1R;S1PR1;CCL2;NLRP3;WNT2;S1PR4;CD55;P2RY13;CCL23;CCL21;FZD4;WNT3A;GNG11;CXCL12;GPR183;GNAQ;NMU;ACKR3;ACKR1;PDE7B
Surfactant Metabolism R-HSA-5683826	9/29	0.000143668169739662	0.00509040401663417	0	0	5.78228155339806	51.161652015655	SFTPB;SFTPA2;DMBT1;ABCA3;SFTPC;SFTPD;CTSH;SFTPA1;LMCD1
Chemokine Receptors Bind Chemokines R-HSA-380108	13/56	0.000145237692889354	0.00509040401663417	0	0	3.89070737781803	34.3827215028709	CX3CR1;CCL13;CXCL8;CCL3L1;CCL21;CXCR4;CXCL2;CXCL12;CCL5;CCL4;CCL3;CCL2;ACKR3
Interleukin-6 Family Signaling R-HSA-6783589	8/24	0.000193267848928988	0.0066125214026418	0	0	6.42169092169092	54.9146629572604	SOCS3;IL6;IL11RA;STAT1;LIFR;IL6ST;CRLF1;JAK1
RAC1 GTPase Cycle R-HSA-9013149	27/178	0.000208002504251542	0.00695115345603409	0	0	2.31018863010641	19.5856878118948	NCF1;TFRC;NCF2;FAM13A;NCF4;SNAP23;BRK1;PIK3R1;ARHGAP15;ARHGAP44;DOCK11;FGD5;BAIAP2L1;WASF3;ARHGEF10;EGR2;CAV1;CYBB;ARAP3;RNASE1;ARHGAP25;ARHGAP24;ARHGAP31;ARHGAP30;DOCK2;FERMT2;ARHGEF6
Arachidonic Acid Metabolism R-HSA-2142753	13/59	0.000253724122176866	0.00814347341502759	0	0	3.6363760053214	30.1065133672282	GPX2;PTGIS;HPGD;CYP4B1;LTC4S;PTGS2;PTGR2;PTGS1;ALOX5;ALOX5AP;TBXAS1;DPEP2;PTGDS
Creation Of C4 And C2 Activators R-HSA-166786	6/14	0.000260681821218698	0.00814347341502759	0	0	9.62335640138408	79.4139576414175	C1QB;FCN1;C1QA;FCN3;C1R;C1QC
Response To Metal Ions R-HSA-5660526	6/14	0.000260681821218698	0.00814347341502759	0	0	9.62335640138408	79.4139576414175	MT2A;MT1A;MT1M;MT1G;MT1X;MT1E
GPCR Ligand Binding R-HSA-500792	54/458	0.000285269842010531	0.00872197368019432	0	0	1.73609290062865	14.1701204819839	VIPR1;CXCL8;ADM;PTH1R;CXCL2;HEBP1;EDNRA;EDNRB;ADGRE5;GPER1;FFAR4;PROK2;EDN1;GPBAR1;SSTR2;AGTR1;APLNR;CX3CR1;PTGER4;CCL13;RAMP2;CALCRL;RAMP3;SFTPA2;CCL3L1;C5AR1;FPR1;CXCR4;FPR2;ADRB2;C3;GNG10;GPNMB;CCL5;CCL4;CCL3;KISS1R;S1PR1;CCL2;NLRP3;WNT2;S1PR4;CD55;P2RY13;CCL23;CCL21;FZD4;WNT3A;GNG11;CXCL12;GPR183;NMU;ACKR3;ACKR1
Degradation Of Extracellular Matrix R-HSA-1474228	19/109	0.000297481826514831	0.00890586218128774	0	0	2.72129888268156	22.097375320203	COL17A1;COL13A1;LAMA4;MMP9;DCN;MMP12;MMP11;CAPN8;CAPN12;ADAMTS1;CTSL;MMP28;TIMP2;ADAM8;CTSG;TIMP1;ADAMTS8;TPSAB1;CD44
